Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_BUTA123TRIENE_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH3COCHO_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H2CC_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_HCN_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.203000e+00, 3.798993e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.745695e-01, 1.314956e-01, 2.183840e+03, 1.638275e+03, 2.501106e+04, 1.638275e+03, 4.700011e+06, 1.833993e-15, 3.212479e-08, 8.181874e-12, 6.529792e-11, 6.082022e-08, 1.331067e-11, 4.694986e-09, 6.271345e-13, 4.893605e-12, 1.136853e-11, 1.051487e-13, 6.705989e-12, 1.592568e-14, 6.769890e-14, 4.391751e-14, 8.689705e-07, 3.847050e-13, 1.694219e-08, 2.584169e-06, 2.246702e-07, 1.174764e-09, 2.064114e-07, 3.162329e-08, 6.545979e-04, 2.856186e-01, 3.115233e-02, 8.422860e-06, 5.048499e-01, 2.719016e-13, 1.742422e-01, 2.520728e-12, 6.179100e-09, 1.103893e-07, 2.048879e-15, 3.267593e-07, 3.469179e-03, 8.176506e-08, 2.723434e-13, 1.476844e-07, 1.363600e-02, 4.705051e+00, 6.593628e+02, 6.630796e+02
1.215000e+00, 3.842709e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.744313e-01, 1.314956e-01, 9.414540e+02, 1.637440e+03, 2.501106e+04, 1.637440e+03, 4.700011e+06, 1.782659e-15, 3.134093e-08, 7.964215e-12, 6.440774e-11, 5.975532e-08, 1.304569e-11, 4.637164e-09, 6.067113e-13, 4.756298e-12, 1.105182e-11, 1.020696e-13, 6.545317e-12, 1.537445e-14, 6.580358e-14, 4.299547e-14, 8.477996e-07, 3.760818e-13, 1.676381e-08, 2.585048e-06, 2.216920e-07, 1.167727e-09, 2.064100e-07, 3.168639e-08, 6.514023e-04, 2.855955e-01, 3.117669e-02, 8.352356e-06, 5.048810e-01, 2.634758e-13, 1.742132e-01, 2.468828e-12, 6.175386e-09, 1.097597e-07, 2.009344e-15, 3.270386e-07, 3.469157e-03, 8.187634e-08, 2.671614e-13, 1.460824e-07, 1.363591e-02, 4.707420e+00, 6.560546e+02, 6.597716e+02
1.227000e+00, 3.886447e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.742932e-01, 1.314956e-01, 9.423378e+02, 1.636606e+03, 2.501106e+04, 1.636606e+03, 4.700011e+06, 1.733309e-15, 3.058679e-08, 7.755035e-12, 6.354954e-11, 5.872962e-08, 1.279047e-11, 4.581670e-09, 5.871248e-13, 4.624386e-12, 1.074766e-11, 9.912068e-14, 6.391582e-12, 1.484650e-14, 6.398327e-14, 4.210427e-14, 8.273498e-07, 3.677999e-13, 1.659024e-08, 2.585925e-06, 2.187918e-07, 1.160942e-09, 2.064086e-07, 3.175137e-08, 6.483375e-04, 2.855722e-01, 3.120111e-02, 8.282431e-06, 5.049119e-01, 2.553976e-13, 1.741844e-01, 2.418669e-12, 6.171615e-09, 1.091335e-07, 1.970576e-15, 3.273183e-07, 3.469135e-03, 8.198605e-08, 2.620786e-13, 1.444977e-07, 1.363583e-02, 4.709791e+00, 6.528810e+02, 6.565982e+02
1.239000e+00, 3.930206e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.741551e-01, 1.314956e-01, 3.529237e+03, 1.635772e+03, 2.501106e+04, 1.635772e+03, 4.700011e+06, 1.685857e-15, 2.986091e-08, 7.553923e-12, 6.272190e-11, 5.774131e-08, 1.254454e-11, 4.528410e-09, 5.683355e-13, 4.497613e-12, 1.045547e-11, 9.629533e-14, 6.244457e-12, 1.434074e-14, 6.223626e-14, 4.124257e-14, 8.075912e-07, 3.598430e-13, 1.642130e-08, 2.586802e-06, 2.159666e-07, 1.154399e-09, 2.064074e-07, 3.181820e-08, 6.453986e-04, 2.855489e-01, 3.122558e-02, 8.213077e-06, 5.049425e-01, 2.476483e-13, 1.741556e-01, 2.370171e-12, 6.167787e-09, 1.085106e-07, 1.932563e-15, 3.275984e-07, 3.469114e-03, 8.209422e-08, 2.570934e-13, 1.429300e-07, 1.363575e-02, 4.712163e+00, 6.498369e+02, 6.535544e+02
1.251000e+00, 3.973988e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.740171e-01, 1.314956e-01, 5.544599e+03, 1.634939e+03, 2.501106e+04, 1.634939e+03, 4.700011e+06, 1.640158e-15, 2.916198e-08, 7.360481e-12, 6.192340e-11, 5.678856e-08, 1.230744e-11, 4.477273e-09, 5.503053e-13, 4.375711e-12, 1.017457e-11, 9.358713e-14, 6.103351e-12, 1.385591e-14, 6.055336e-14, 4.040965e-14, 7.884973e-07, 3.521943e-13, 1.625681e-08, 2.587677e-06, 2.132138e-07, 1.148092e-09, 2.064061e-07, 3.188681e-08, 6.425815e-04, 2.855255e-01, 3.125009e-02, 8.144299e-06, 5.049729e-01, 2.402156e-13, 1.741270e-01, 2.323259e-12, 6.163901e-09, 1.078912e-07, 1.895282e-15, 3.278789e-07, 3.469094e-03, 8.220087e-08, 2.522030e-13, 1.413795e-07, 1.363567e-02, 4.714537e+00, 6.469182e+02, 6.506359e+02
1.263000e+00, 4.017792e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.738791e-01, 1.314956e-01, 8.270644e+03, 1.634107e+03, 2.501106e+04, 1.634107e+03, 4.700011e+06, 1.596129e-15, 2.848884e-08, 7.174379e-12, 6.115285e-11, 5.586989e-08, 1.207881e-11, 4.428186e-09, 5.330016e-13, 4.258467e-12, 9.904458e-12, 9.099083e-14, 5.967962e-12, 1.339105e-14, 5.893245e-14, 3.960442e-14, 7.700418e-07, 3.448403e-13, 1.609663e-08, 2.588552e-06, 2.105308e-07, 1.142010e-09, 2.064049e-07, 3.195716e-08, 6.398819e-04, 2.855020e-01, 3.127467e-02, 8.076093e-06, 5.050032e-01, 2.330851e-13, 1.740985e-01, 2.277869e-12, 6.159958e-09, 1.072753e-07, 1.858723e-15, 3.281597e-07, 3.469075e-03, 8.230603e-08, 2.474059e-13, 1.398458e-07, 1.363559e-02, 4.716911e+00, 6.441203e+02, 6.478383e+02
1.275000e+00, 4.061618e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.737412e-01, 1.314956e-01, 1.175474e+04, 1.633276e+03, 2.501106e+04, 1.633276e+03, 4.700011e+06, 1.553668e-15, 2.784046e-08, 6.995320e-12, 6.040918e-11, 5.498395e-08, 1.185830e-11, 4.381075e-09, 5.163946e-13, 4.145675e-12, 9.644646e-12, 8.850175e-14, 5.837921e-12, 1.294519e-14, 5.736923e-14, 3.882609e-14, 7.522008e-07, 3.377680e-13, 1.594060e-08, 2.589425e-06, 2.079153e-07, 1.136149e-09, 2.064038e-07, 3.202920e-08, 6.372959e-04, 2.854784e-01, 3.129929e-02, 8.008455e-06, 5.050333e-01, 2.262452e-13, 1.740702e-01, 2.233944e-12, 6.155957e-09, 1.066628e-07, 1.822871e-15, 3.284409e-07, 3.469057e-03, 8.240972e-08, 2.427003e-13, 1.383288e-07, 1.363552e-02, 4.719288e+00, 6.414393e+02, 6.451575e+02
1.287000e+00, 4.105466e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.736034e-01, 1.314956e-01, 1.440259e+04, 1.632445e+03, 2.501106e+04, 1.632445e+03, 4.700011e+06, 1.512755e-15, 2.721498e-08, 6.822764e-12, 5.969059e-11, 5.412841e-08, 1.164533e-11, 4.335789e-09, 5.004376e-13, 4.037069e-12, 9.394519e-12, 8.611141e-14, 5.713014e-12, 1.251732e-14, 5.586205e-14, 3.807314e-14, 7.349460e-07, 3.309625e-13, 1.578849e-08, 2.590298e-06, 2.053635e-07, 1.130496e-09, 2.064027e-07, 3.210289e-08, 6.348189e-04, 2.854547e-01, 3.132396e-02, 7.941359e-06, 5.050632e-01, 2.196712e-13, 1.740419e-01, 2.191382e-12, 6.151898e-09, 1.060535e-07, 1.787700e-15, 3.287225e-07, 3.469039e-03, 8.251197e-08, 2.380830e-13, 1.368278e-07, 1.363545e-02, 4.721666e+00, 6.388705e+02, 6.425890e+02
1.299000e+00, 4.149336e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.734655e-01, 1.314956e-01, 1.543964e+04, 1.631615e+03, 2.501106e+04, 1.631615e+03, 4.700011e+06, 1.473315e-15, 2.661131e-08, 6.656397e-12, 5.899595e-11, 5.330185e-08, 1.143952e-11, 4.292244e-09, 4.851008e-13, 3.932456e-12, 9.153617e-12, 8.381499e-14, 5.592937e-12, 1.210656e-14, 5.440705e-14, 3.734475e-14, 7.182551e-07, 3.244122e-13, 1.564017e-08, 2.591169e-06, 2.028728e-07, 1.125045e-09, 2.064017e-07, 3.217821e-08, 6.324475e-04, 2.854309e-01, 3.134870e-02, 7.874796e-06, 5.050929e-01, 2.133507e-13, 1.740137e-01, 2.150121e-12, 6.147779e-09, 1.054474e-07, 1.753193e-15, 3.290045e-07, 3.469023e-03, 8.261280e-08, 2.335516e-13, 1.353425e-07, 1.363539e-02, 4.724045e+00, 6.364101e+02, 6.401290e+02
1.311000e+00, 4.193229e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.733277e-01, 1.314956e-01, 1.374236e+04, 1.630785e+03, 2.501106e+04, 1.630785e+03, 4.700011e+06, 1.435289e-15, 2.602838e-08, 6.495903e-12, 5.832416e-11, 5.250283e-08, 1.124053e-11, 4.250351e-09, 4.703546e-13, 3.831650e-12, 8.921495e-12, 8.160764e-14, 5.477425e-12, 1.171208e-14, 5.300066e-14, 3.664013e-14, 7.021066e-07, 3.181064e-13, 1.549548e-08, 2.592040e-06, 2.004408e-07, 1.119789e-09, 2.064007e-07, 3.225511e-08, 6.301780e-04, 2.854070e-01, 3.137348e-02, 7.808757e-06, 5.051225e-01, 2.072707e-13, 1.739856e-01, 2.110099e-12, 6.143601e-09, 1.048445e-07, 1.719331e-15, 3.292870e-07, 3.469007e-03, 8.271222e-08, 2.291039e-13, 1.338727e-07, 1.363532e-02, 4.726427e+00, 6.340546e+02, 6.377737e+02
1.323000e+00, 4.237143e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.731899e-01, 1.314956e-01, 7.802138e+03, 1.629955e+03, 2.501106e+04, 1.629955e+03, 4.700011e+06, 1.398630e-15, 2.546507e-08, 6.340955e-12, 5.767407e-11, 5.172987e-08, 1.104797e-11, 4.210018e-09, 4.561691e-13, 3.734472e-12, 8.697727e-12, 7.948447e-14, 5.366245e-12, 1.133309e-14, 5.163957e-14, 3.595845e-14, 6.864801e-07, 3.120348e-13, 1.535426e-08, 2.592911e-06, 1.980649e-07, 1.114719e-09, 2.063997e-07, 3.233357e-08, 6.280070e-04, 2.853830e-01, 3.139833e-02, 7.743225e-06, 5.051519e-01, 2.014176e-13, 1.739576e-01, 2.071254e-12, 6.139364e-09, 1.042446e-07, 1.686092e-15, 3.295700e-07, 3.468991e-03, 8.281027e-08, 2.247372e-13, 1.324178e-07, 1.363526e-02, 4.728811e+00, 6.318004e+02, 6.355199e+02
1.335000e+00, 4.281080e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.730521e-01, 1.314956e-01, -4.183220e+03, 1.629126e+03, 2.501106e+04, 1.629126e+03, 4.700011e+06, 1.363300e-15, 2.492030e-08, 6.191243e-12, 5.704459e-11, 5.098158e-08, 1.086148e-11, 4.171150e-09, 4.425162e-13, 3.640751e-12, 8.481914e-12, 7.744082e-14, 5.259188e-12, 1.096888e-14, 5.032055e-14, 3.529895e-14, 6.713561e-07, 3.061883e-13, 1.521638e-08, 2.593781e-06, 1.957425e-07, 1.109830e-09, 2.063988e-07, 3.241354e-08, 6.259314e-04, 2.853589e-01, 3.142323e-02, 7.678184e-06, 5.051812e-01, 1.957784e-13, 1.739297e-01, 2.033523e-12, 6.135068e-09, 1.036477e-07, 1.653456e-15, 3.298535e-07, 3.468977e-03, 8.290697e-08, 2.204488e-13, 1.309774e-07, 1.363520e-02, 4.731198e+00, 6.296442e+02, 6.333640e+02
