Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_BUTA123TRIENE_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_CH3COCHO_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H2CC_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_HCN_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_N2_PFRC2_(), Mole_fraction_NH3_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_OH_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
6.030000e-01, 1.641130e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.816436e-01, 1.314957e-01, -3.397699e+04, 1.682420e+03, 2.501106e+04, 1.682420e+03, 4.700011e+06, 1.420590e-14, 2.375351e-07, 6.796216e-11, 2.667646e-10, 3.133294e-07, 7.776183e-11, 1.851647e-08, 6.009214e-12, 4.167427e-11, 9.922257e-11, 1.154256e-12, 6.219289e-11, 1.638082e-13, 5.180796e-13, 2.133674e-13, 4.432856e-06, 2.502004e-12, 4.232015e-08, 2.535045e-06, 6.463265e-07, 2.347043e-09, 2.066531e-07, 3.370166e-08, 1.219076e-03, 2.865294e-01, 3.002345e-02, 1.296951e-05, 5.025421e-01, 2.847818e-12, 1.761906e-01, 1.386999e-11, 6.366221e-09, 1.478939e-07, 5.619530e-15, 3.131191e-07, 3.473180e-03, 7.339730e-08, 7.371670e-13, 2.596243e-07, 1.365171e-02, 4.586874e+00, 1.243027e+03, 1.246775e+03
6.150000e-01, 1.683749e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.814956e-01, 1.314957e-01, 9.071438e+04, 1.681438e+03, 2.501106e+04, 1.681438e+03, 4.700011e+06, 1.327166e-14, 2.229512e-07, 6.363213e-11, 2.534531e-10, 2.964047e-07, 7.336636e-11, 1.761532e-08, 5.624601e-12, 3.892110e-11, 9.249728e-11, 1.066400e-12, 5.755247e-11, 1.526867e-13, 4.832500e-13, 2.029513e-13, 4.250189e-06, 2.361235e-12, 4.107028e-08, 2.536262e-06, 6.253731e-07, 2.287489e-09, 2.066409e-07, 3.343887e-08, 1.190586e-03, 2.865204e-01, 3.004344e-02, 1.284934e-05, 5.026215e-01, 2.652602e-12, 1.761292e-01, 1.311405e-11, 6.358618e-09, 1.469699e-07, 5.497103e-15, 3.133911e-07, 3.472978e-03, 7.364094e-08, 7.212826e-13, 2.564437e-07, 1.365091e-02, 4.589285e+00, 1.213537e+03, 1.217284e+03
6.270000e-01, 1.726389e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.813491e-01, 1.314957e-01, -5.631224e+04, 1.680470e+03, 2.501106e+04, 1.680470e+03, 4.700011e+06, 1.240477e-14, 2.092924e-07, 5.953625e-11, 2.408555e-10, 2.804903e-07, 6.919723e-11, 1.676430e-08, 5.264187e-12, 3.635589e-11, 8.623088e-11, 9.839935e-13, 5.322422e-11, 1.425064e-13, 4.512174e-13, 1.931205e-13, 4.077073e-06, 2.230177e-12, 3.988618e-08, 2.537456e-06, 6.054693e-07, 2.230746e-09, 2.066294e-07, 3.319309e-08, 1.163564e-03, 2.865109e-01, 3.006346e-02, 1.273326e-05, 5.026979e-01, 2.470316e-12, 1.760699e-01, 1.240369e-11, 6.351539e-09, 1.460840e-07, 5.378798e-15, 3.136611e-07, 3.472786e-03, 7.388007e-08, 7.059189e-13, 2.533642e-07, 1.365016e-02, 4.591675e+00, 1.185569e+03, 1.189313e+03
6.390000e-01, 1.769052e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.812033e-01, 1.314957e-01, -1.933501e+05, 1.679512e+03, 2.501106e+04, 1.679512e+03, 4.700011e+06, 1.166371e-14, 1.968518e-07, 5.582375e-11, 2.293255e-10, 2.658908e-07, 6.538896e-11, 1.598132e-08, 4.940273e-12, 3.407587e-11, 8.068579e-11, 9.119022e-13, 4.942360e-11, 1.336348e-13, 4.247509e-13, 1.843751e-13, 3.912897e-06, 2.109838e-12, 3.876247e-08, 2.538627e-06, 5.866142e-07, 2.177025e-09, 2.066185e-07, 3.296543e-08, 1.137908e-03, 2.865006e-01, 3.008358e-02, 1.261862e-05, 5.027716e-01, 2.305716e-12, 1.760125e-01, 1.175445e-11, 6.344937e-09, 1.452036e-07, 5.263771e-15, 3.139301e-07, 3.472604e-03, 7.411485e-08, 6.909899e-13, 2.503392e-07, 1.364945e-02, 4.594055e+00, 1.159018e+03, 1.162759e+03
6.510000e-01, 1.811737e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.810573e-01, 1.314957e-01, -2.098107e+04, 1.678556e+03, 2.501106e+04, 1.678556e+03, 4.700011e+06, 1.110474e-14, 1.859490e-07, 5.266572e-11, 2.192623e-10, 2.529476e-07, 6.209757e-11, 1.528686e-08, 4.666598e-12, 3.217901e-11, 7.612615e-11, 8.553814e-13, 4.636906e-11, 1.264214e-13, 4.062633e-13, 1.772090e-13, 3.757093e-06, 2.001212e-12, 3.769352e-08, 2.539779e-06, 5.688189e-07, 2.126661e-09, 2.066081e-07, 3.275742e-08, 1.113522e-03, 2.864897e-01, 3.010395e-02, 1.250207e-05, 5.028429e-01, 2.164022e-12, 1.759567e-01, 1.118285e-11, 6.338760e-09, 1.442884e-07, 5.150802e-15, 3.141999e-07, 3.472431e-03, 7.434543e-08, 6.763618e-13, 2.473080e-07, 1.364877e-02, 4.596442e+00, 1.133785e+03, 1.137525e+03
6.630000e-01, 1.854444e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.809113e-01, 1.314957e-01, -1.982928e+04, 1.677605e+03, 2.501106e+04, 1.677605e+03, 4.700011e+06, 1.050539e-14, 1.755455e-07, 4.960703e-11, 2.095557e-10, 2.406154e-07, 5.892164e-11, 1.462257e-08, 4.398276e-12, 3.030365e-11, 7.159267e-11, 7.982756e-13, 4.332639e-11, 1.191057e-13, 3.845538e-13, 1.697707e-13, 3.609173e-06, 1.898603e-12, 3.667866e-08, 2.540922e-06, 5.518757e-07, 2.078572e-09, 2.065982e-07, 3.256358e-08, 1.090338e-03, 2.864780e-01, 3.012456e-02, 1.238862e-05, 5.029119e-01, 2.028280e-12, 1.759024e-01, 1.063400e-11, 6.332963e-09, 1.434032e-07, 5.041093e-15, 3.144703e-07, 3.472267e-03, 7.457193e-08, 6.621284e-13, 2.443526e-07, 1.364812e-02, 4.598830e+00, 1.109798e+03, 1.113536e+03
6.750000e-01, 1.897173e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.807653e-01, 1.314957e-01, -3.034122e+04, 1.676657e+03, 2.501106e+04, 1.676657e+03, 4.700011e+06, 9.926570e-15, 1.658591e-07, 4.674662e-11, 2.004399e-10, 2.290749e-07, 5.594029e-11, 1.399765e-08, 4.145720e-12, 2.854481e-11, 6.733930e-11, 7.447340e-13, 4.048906e-11, 1.121137e-13, 3.630235e-13, 1.625588e-13, 3.468655e-06, 1.802390e-12, 3.571479e-08, 2.542052e-06, 5.357822e-07, 2.032767e-09, 2.065888e-07, 3.238443e-08, 1.068279e-03, 2.864657e-01, 3.014541e-02, 1.227723e-05, 5.029787e-01, 1.902142e-12, 1.758495e-01, 1.012080e-11, 6.327506e-09, 1.425341e-07, 4.934534e-15, 3.147415e-07, 3.472110e-03, 7.479446e-08, 6.482945e-13, 2.414566e-07, 1.364751e-02, 4.601222e+00, 1.086976e+03, 1.090712e+03
6.870000e-01, 1.939924e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.806195e-01, 1.314957e-01, 1.047576e+04, 1.675715e+03, 2.501106e+04, 1.675715e+03, 4.700011e+06, 9.404257e-15, 1.569707e-07, 4.412119e-11, 1.920001e-10, 2.183726e-07, 5.317817e-11, 1.341407e-08, 3.913888e-12, 2.695435e-11, 6.350562e-11, 6.968608e-13, 3.796040e-11, 1.057032e-13, 3.439562e-13, 1.558734e-13, 3.335087e-06, 1.712402e-12, 3.479930e-08, 2.543169e-06, 5.205121e-07, 1.989130e-09, 2.065798e-07, 3.221969e-08, 1.047277e-03, 2.864528e-01, 3.016645e-02, 1.216770e-05, 5.030436e-01, 1.787089e-12, 1.757979e-01, 9.648883e-12, 6.322349e-09, 1.416778e-07, 4.831241e-15, 3.150131e-07, 3.471961e-03, 7.501314e-08, 6.348858e-13, 2.386188e-07, 1.364692e-02, 4.603613e+00, 1.065251e+03, 1.068986e+03
6.990000e-01, 1.982698e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.804741e-01, 1.314957e-01, -6.967354e+04, 1.674778e+03, 2.501106e+04, 1.674778e+03, 4.700011e+06, 8.911979e-15, 1.486159e-07, 4.166519e-11, 1.840691e-10, 2.083507e-07, 5.059877e-11, 1.287031e-08, 3.697299e-12, 2.546001e-11, 5.990908e-11, 6.522520e-13, 3.560272e-11, 9.979469e-14, 3.263237e-13, 1.496362e-13, 3.208098e-06, 1.628648e-12, 3.392460e-08, 2.544271e-06, 5.059265e-07, 1.947718e-09, 2.065713e-07, 3.206684e-08, 1.027281e-03, 2.864393e-01, 3.018760e-02, 1.205895e-05, 5.031065e-01, 1.679489e-12, 1.757477e-01, 9.202172e-12, 6.317468e-09, 1.408232e-07, 4.729698e-15, 3.152843e-07, 3.471819e-03, 7.522805e-08, 6.217024e-13, 2.358119e-07, 1.364636e-02, 4.605999e+00, 1.044568e+03, 1.048301e+03
7.110000e-01, 2.025494e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.803287e-01, 1.314957e-01, -1.607708e+05, 1.673845e+03, 2.501106e+04, 1.673845e+03, 4.700011e+06, 8.472374e-15, 1.408952e-07, 3.941629e-11, 1.767352e-10, 1.990872e-07, 4.822989e-11, 1.236973e-08, 3.499540e-12, 2.409563e-11, 5.663806e-11, 6.123092e-13, 3.347741e-11, 9.451204e-14, 3.108090e-13, 1.439456e-13, 3.087285e-06, 1.551280e-12, 3.308863e-08, 2.545362e-06, 4.920109e-07, 1.908428e-09, 2.065631e-07, 3.192615e-08, 1.008228e-03, 2.864254e-01, 3.020891e-02, 1.195050e-05, 5.031676e-01, 1.580861e-12, 1.756987e-01, 8.786508e-12, 6.312827e-09, 1.399647e-07, 4.629975e-15, 3.155558e-07, 3.471684e-03, 7.543930e-08, 6.087586e-13, 2.330285e-07, 1.364583e-02, 4.608388e+00, 1.024861e+03, 1.028593e+03
7.230000e-01, 2.068312e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.801827e-01, 1.314957e-01, -1.071541e+05, 1.672911e+03, 2.501106e+04, 1.672911e+03, 4.700011e+06, 8.109340e-15, 1.339607e-07, 3.742511e-11, 1.701179e-10, 1.906950e-07, 4.610749e-11, 1.191625e-08, 3.324777e-12, 2.290196e-11, 5.379690e-11, 5.786678e-13, 3.165679e-11, 8.995387e-14, 2.978367e-13, 1.388581e-13, 2.972283e-06, 1.480552e-12, 3.229061e-08, 2.546441e-06, 4.787780e-07, 1.871152e-09, 2.065554e-07, 3.179842e-08, 9.900594e-04, 2.864108e-01, 3.023047e-02, 1.184199e-05, 5.032271e-01, 1.493379e-12, 1.756508e-01, 8.410573e-12, 6.308392e-09, 1.390976e-07, 4.532416e-15, 3.158289e-07, 3.471555e-03, 7.564697e-08, 5.961032e-13, 2.302643e-07, 1.364533e-02, 4.610789e+00, 1.006073e+03, 1.009804e+03
7.350000e-01, 2.111152e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.800378e-01, 1.314956e-01, -5.291275e+04, 1.671987e+03, 2.501106e+04, 1.671987e+03, 4.700011e+06, 7.698271e-15, 1.272893e-07, 3.546848e-11, 1.636506e-10, 1.825450e-07, 4.401713e-11, 1.146803e-08, 3.148373e-12, 2.169647e-11, 5.090429e-11, 5.434802e-13, 2.979499e-11, 8.497585e-14, 2.826443e-13, 1.334602e-13, 2.862772e-06, 1.411842e-12, 3.153573e-08, 2.547512e-06, 4.662346e-07, 1.835369e-09, 2.065480e-07, 3.168115e-08, 9.727321e-04, 2.863959e-01, 3.025211e-02, 1.173770e-05, 5.032849e-01, 1.408580e-12, 1.756040e-01, 8.049306e-12, 6.304165e-09, 1.382703e-07, 4.439161e-15, 3.161010e-07, 3.471433e-03, 7.585115e-08, 5.839818e-13, 2.276021e-07, 1.364485e-02, 4.613176e+00, 9.881553e+02, 9.918844e+02
7.470000e-01, 2.154014e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.798937e-01, 1.314956e-01, -9.429667e+03, 1.671070e+03, 2.501106e+04, 1.671070e+03, 4.700011e+06, 7.279344e-15, 1.209656e-07, 3.359363e-11, 1.574517e-10, 1.747594e-07, 4.200637e-11, 1.103523e-08, 2.977180e-12, 2.052911e-11, 4.809439e-11, 5.089695e-13, 2.798917e-11, 7.998611e-14, 2.669524e-13, 1.280661e-13, 2.758426e-06, 1.345983e-12, 3.081830e-08, 2.548572e-06, 4.543023e-07, 1.801100e-09, 2.065409e-07, 3.157366e-08, 9.561963e-04, 2.863806e-01, 3.027380e-02, 1.163629e-05, 5.033411e-01, 1.328103e-12, 1.755583e-01, 7.706456e-12, 6.300125e-09, 1.374680e-07, 4.349233e-15, 3.163722e-07, 3.471315e-03, 7.605193e-08, 5.722808e-13, 2.250143e-07, 1.364438e-02, 4.615550e+00, 9.710568e+02, 9.747847e+02
7.590000e-01, 2.196899e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.797502e-01, 1.314956e-01, -5.825217e+04, 1.670160e+03, 2.501106e+04, 1.670160e+03, 4.700011e+06, 6.957439e-15, 1.152561e-07, 3.193926e-11, 1.518764e-10, 1.677249e-07, 4.021778e-11, 1.064870e-08, 2.830231e-12, 1.953620e-11, 4.573213e-11, 4.811491e-13, 2.650508e-11, 7.607643e-14, 2.553372e-13, 1.235332e-13, 2.658961e-06, 1.285931e-12, 3.012681e-08, 2.549613e-06, 4.428331e-07, 1.768596e-09, 2.065341e-07, 3.147522e-08, 9.404079e-04, 2.863650e-01, 3.029550e-02, 1.153412e-05, 5.033957e-01, 1.256868e-12, 1.755137e-01, 7.393668e-12, 6.296255e-09, 1.366502e-07, 4.260004e-15, 3.166425e-07, 3.471203e-03, 7.624939e-08, 5.606932e-13, 2.224264e-07, 1.364395e-02, 4.617918e+00, 9.547332e+02, 9.584601e+02
7.710000e-01, 2.239805e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.796071e-01, 1.314956e-01, -3.731923e+04, 1.669254e+03, 2.501106e+04, 1.669254e+03, 4.700011e+06, 6.647894e-15, 1.099108e-07, 3.039021e-11, 1.466353e-10, 1.611399e-07, 3.854348e-11, 1.028707e-08, 2.690823e-12, 1.859825e-11, 4.350286e-11, 4.549244e-13, 2.511776e-11, 7.229111e-14, 2.441456e-13, 1.191987e-13, 2.564109e-06, 1.229972e-12, 2.946681e-08, 2.550645e-06, 4.319016e-07, 1.737600e-09, 2.065277e-07, 3.138611e-08, 9.253271e-04, 2.863490e-01, 3.031728e-02, 1.143331e-05, 5.034490e-01, 1.190104e-12, 1.754700e-01, 7.099333e-12, 6.292539e-09, 1.358397e-07, 4.173334e-15, 3.169127e-07, 3.471097e-03, 7.644361e-08, 5.494293e-13, 2.198834e-07, 1.364353e-02, 4.620282e+00, 9.391426e+02, 9.428684e+02
7.830000e-01, 2.282734e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.794643e-01, 1.314956e-01, 2.045259e+04, 1.668352e+03, 2.501106e+04, 1.668352e+03, 4.700011e+06, 6.352690e-15, 1.049077e-07, 2.894159e-11, 1.417068e-10, 1.549665e-07, 3.697495e-11, 9.947830e-09, 2.559223e-12, 1.771486e-11, 4.140550e-11, 4.303486e-13, 2.382264e-11, 6.867269e-14, 2.334455e-13, 1.150620e-13, 2.473603e-06, 1.177799e-12, 2.883602e-08, 2.551667e-06, 4.214651e-07, 1.708013e-09, 2.065215e-07, 3.130565e-08, 9.109142e-04, 2.863327e-01, 3.033915e-02, 1.133379e-05, 5.035009e-01, 1.127717e-12, 1.754272e-01, 6.822408e-12, 6.288961e-09, 1.350366e-07, 4.088964e-15, 3.171829e-07, 3.470994e-03, 7.663468e-08, 5.384585e-13, 2.173821e-07, 1.364312e-02, 4.622643e+00, 9.242438e+02, 9.279686e+02
7.950000e-01, 2.325684e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.793219e-01, 1.314956e-01, -4.313587e+03, 1.667455e+03, 2.501106e+04, 1.667455e+03, 4.700011e+06, 6.069654e-15, 1.002162e-07, 2.758004e-11, 1.370293e-10, 1.490952e-07, 3.548192e-11, 9.621142e-09, 2.435986e-12, 1.688389e-11, 3.943009e-11, 4.073801e-13, 2.259955e-11, 6.529480e-14, 2.230237e-13, 1.110400e-13, 2.387214e-06, 1.128186e-12, 2.823278e-08, 2.552683e-06, 4.114722e-07, 1.679647e-09, 2.065156e-07, 3.123273e-08, 8.971360e-04, 2.863161e-01, 3.036110e-02, 1.123607e-05, 5.035517e-01, 1.069943e-12, 1.753853e-01, 6.561932e-12, 6.285506e-09, 1.342492e-07, 4.006630e-15, 3.174529e-07, 3.470897e-03, 7.682266e-08, 5.277526e-13, 2.149279e-07, 1.364274e-02, 4.625000e+00, 9.100019e+02, 9.137258e+02
8.070000e-01, 2.368656e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.791796e-01, 1.314956e-01, -3.073633e+04, 1.666561e+03, 2.501106e+04, 1.666561e+03, 4.700011e+06, 5.806737e-15, 9.583221e-08, 2.631004e-11, 1.326389e-10, 1.435895e-07, 3.408432e-11, 9.314190e-09, 2.320646e-12, 1.611101e-11, 3.759696e-11, 3.862541e-13, 2.147804e-11, 6.214433e-14, 2.133650e-13, 1.072422e-13, 2.304725e-06, 1.081489e-12, 2.765465e-08, 2.553688e-06, 4.019001e-07, 1.652519e-09, 2.065100e-07, 3.116747e-08, 8.839605e-04, 2.862991e-01, 3.038316e-02, 1.113930e-05, 5.036012e-01, 1.016085e-12, 1.753441e-01, 6.317216e-12, 6.282158e-09, 1.334667e-07, 3.926118e-15, 3.177230e-07, 3.470803e-03, 7.700764e-08, 5.172851e-13, 2.125060e-07, 1.364237e-02, 4.627356e+00, 8.963839e+02, 9.001070e+02
8.190000e-01, 2.411650e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.790375e-01, 1.314956e-01, -4.765380e+04, 1.665670e+03, 2.501106e+04, 1.665670e+03, 4.700011e+06, 5.563818e-15, 9.173079e-08, 2.512513e-11, 1.285199e-10, 1.384329e-07, 3.277819e-11, 9.026937e-09, 2.212594e-12, 1.539265e-11, 3.589827e-11, 3.668486e-13, 2.045388e-11, 5.920602e-14, 2.045001e-13, 1.036756e-13, 2.225917e-06, 1.037512e-12, 2.709997e-08, 2.554685e-06, 3.927234e-07, 1.626574e-09, 2.065046e-07, 3.110954e-08, 8.713550e-04, 2.862818e-01, 3.040533e-02, 1.104330e-05, 5.036497e-01, 9.657412e-13, 1.753036e-01, 6.086952e-12, 6.278901e-09, 1.326871e-07, 3.847330e-15, 3.179934e-07, 3.470714e-03, 7.718968e-08, 5.070423e-13, 2.101127e-07, 1.364202e-02, 4.629713e+00, 8.833561e+02, 8.870785e+02
8.310000e-01, 2.454666e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.788956e-01, 1.314956e-01, -1.739081e+04, 1.664782e+03, 2.501106e+04, 1.664782e+03, 4.700011e+06, 5.333415e-15, 8.786836e-08, 2.401308e-11, 1.246311e-10, 1.335875e-07, 3.155228e-11, 8.758910e-09, 2.110670e-12, 1.471389e-11, 3.429598e-11, 3.485897e-13, 1.949251e-11, 5.641856e-14, 1.961386e-13, 1.003060e-13, 2.150598e-06, 9.962705e-13, 2.656827e-08, 2.555676e-06, 3.839399e-07, 1.601820e-09, 2.064994e-07, 3.105859e-08, 8.592916e-04, 2.862642e-01, 3.042758e-02, 1.094826e-05, 5.036971e-01, 9.186288e-13, 1.752639e-01, 5.868931e-12, 6.275724e-09, 1.319113e-07, 3.770497e-15, 3.182639e-07, 3.470629e-03, 7.736884e-08, 4.970426e-13, 2.077530e-07, 1.364169e-02, 4.632068e+00, 8.708893e+02, 8.746109e+02
8.430000e-01, 2.497704e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.787540e-01, 1.314956e-01, 1.392999e+04, 1.663898e+03, 2.501106e+04, 1.663898e+03, 4.700011e+06, 5.114201e-15, 8.423355e-08, 2.296833e-11, 1.209520e-10, 1.290125e-07, 3.039582e-11, 8.505885e-09, 2.014643e-12, 1.407325e-11, 3.278485e-11, 3.314659e-13, 1.858826e-11, 5.378292e-14, 1.881693e-13, 9.709101e-14, 2.078582e-06, 9.574531e-13, 2.605827e-08, 2.556661e-06, 3.755189e-07, 1.578143e-09, 2.064945e-07, 3.101406e-08, 8.477431e-04, 2.862463e-01, 3.044990e-02, 1.085434e-05, 5.037436e-01, 8.745717e-13, 1.752248e-01, 5.662749e-12, 6.272616e-09, 1.311424e-07, 3.695470e-15, 3.185343e-07, 3.470547e-03, 7.754519e-08, 4.872726e-13, 2.054281e-07, 1.364137e-02, 4.634421e+00, 8.589554e+02, 8.626763e+02
8.550000e-01, 2.540763e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.786128e-01, 1.314956e-01, -6.863278e+03, 1.663017e+03, 2.501106e+04, 1.663017e+03, 4.700011e+06, 4.904743e-15, 8.081918e-08, 2.198568e-11, 1.174625e-10, 1.246648e-07, 2.929711e-11, 8.262799e-09, 1.924341e-12, 1.346998e-11, 3.136099e-11, 3.154929e-13, 1.773688e-11, 5.130388e-14, 1.804571e-13, 9.397656e-14, 2.009702e-06, 9.207362e-13, 2.556885e-08, 2.557640e-06, 3.674300e-07, 1.555410e-09, 2.064898e-07, 3.097540e-08, 8.366849e-04, 2.862282e-01, 3.047231e-02, 1.076174e-05, 5.037891e-01, 8.334517e-13, 1.751864e-01, 5.468254e-12, 6.269567e-09, 1.303842e-07, 3.622094e-15, 3.188048e-07, 3.470468e-03, 7.771878e-08, 4.777200e-13, 2.031397e-07, 1.364106e-02, 4.636771e+00, 8.475287e+02, 8.512490e+02
8.670000e-01, 2.583845e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.784715e-01, 1.314956e-01, -5.778648e+04, 1.662138e+03, 2.501106e+04, 1.662138e+03, 4.700011e+06, 4.710179e-15, 7.762432e-08, 2.106500e-11, 1.141759e-10, 1.205624e-07, 2.826168e-11, 8.030674e-09, 1.839443e-12, 1.290928e-11, 3.003998e-11, 3.008567e-13, 1.696265e-11, 4.899559e-14, 1.732554e-13, 9.099112e-14, 1.943796e-06, 8.860240e-13, 2.509840e-08, 2.558608e-06, 3.596476e-07, 1.533534e-09, 2.064852e-07, 3.094268e-08, 8.260933e-04, 2.862098e-01, 3.049481e-02, 1.067002e-05, 5.038337e-01, 7.949455e-13, 1.751485e-01, 5.285262e-12, 6.266564e-09, 1.296318e-07, 3.550148e-15, 3.190756e-07, 3.470393e-03, 7.788967e-08, 4.683648e-13, 2.008790e-07, 1.364076e-02, 4.639124e+00, 8.365847e+02, 8.403044e+02
8.790000e-01, 2.626948e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.783302e-01, 1.314956e-01, -8.085737e+04, 1.661260e+03, 2.501106e+04, 1.661260e+03, 4.700011e+06, 4.529457e-15, 7.462371e-08, 2.020151e-11, 1.110790e-10, 1.167039e-07, 2.728921e-11, 7.811879e-09, 1.759395e-12, 1.238540e-11, 2.880921e-11, 2.873160e-13, 1.625621e-11, 4.683356e-14, 1.665967e-13, 8.815876e-14, 1.880711e-06, 8.532053e-13, 2.464618e-08, 2.559568e-06, 3.521699e-07, 1.512540e-09, 2.064809e-07, 3.091586e-08, 8.159455e-04, 2.861911e-01, 3.051741e-02, 1.057907e-05, 5.038775e-01, 7.588132e-13, 1.751112e-01, 5.112404e-12, 6.263600e-09, 1.288827e-07, 3.479783e-15, 3.193469e-07, 3.470322e-03, 7.805793e-08, 4.592176e-13, 1.986454e-07, 1.364048e-02, 4.641478e+00, 8.260998e+02, 8.298191e+02
8.910000e-01, 2.670073e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.781891e-01, 1.314956e-01, 1.956010e+04, 1.660385e+03, 2.501106e+04, 1.660385e+03, 4.700011e+06, 4.359502e-15, 7.177700e-08, 1.938878e-11, 1.081518e-10, 1.130934e-07, 2.638103e-11, 7.611703e-09, 1.683440e-12, 1.188729e-11, 2.764373e-11, 2.744112e-13, 1.559437e-11, 4.476961e-14, 1.604918e-13, 8.553018e-14, 1.820300e-06, 8.222405e-13, 2.421176e-08, 2.560524e-06, 3.450095e-07, 1.492544e-09, 2.064767e-07, 3.089490e-08, 8.062200e-04, 2.861722e-01, 3.054008e-02, 1.048877e-05, 5.039205e-01, 7.247707e-13, 1.750744e-01, 4.947448e-12, 6.260669e-09, 1.281328e-07, 3.411321e-15, 3.196184e-07, 3.470253e-03, 7.822359e-08, 4.502999e-13, 1.964400e-07, 1.364021e-02, 4.643831e+00, 8.160518e+02, 8.197706e+02
