Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_BUTA123TRIENE_PSRC1_(), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_C2H3OH_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_C3H3_PSRC1_(), Mole_fraction_C3H4-A_PSRC1_(), Mole_fraction_C3H4-P_PSRC1_(), Mole_fraction_C3H5-A_PSRC1_(), Mole_fraction_C3H6_PSRC1_(), Mole_fraction_C4H2_PSRC1_(), Mole_fraction_C4H4_PSRC1_(), Mole_fraction_C4H6_PSRC1_(), Mole_fraction_C5H6-L_PSRC1_(), Mole_fraction_C6H6_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH3CHO_PSRC1_(), Mole_fraction_CH3COCHO_PSRC1_(), Mole_fraction_CH3OH_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CO2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_H2_PSRC1_(), Mole_fraction_H2CC_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_HCCOH_PSRC1_(), Mole_fraction_HCN_PSRC1_(), Mole_fraction_HCO_PSRC1_(), Mole_fraction_HO2_PSRC1_(), Mole_fraction_HOCHO_PSRC1_(), Mole_fraction_N2_PSRC1_(), Mole_fraction_NH3_PSRC1_(), Mole_fraction_O2_PSRC1_(), Mole_fraction_OH_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mole_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_mole_fraction_O2_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet3_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.314957e-01, 3.385902e+07, 1.826119e+03, 1.826122e+03, 6.027224e-02, 4.700000e+06, 1.224013e-08, 6.560855e-04, 2.555511e-07, 4.427151e-07, 2.832194e-04, 9.934445e-08, 7.816938e-06, 3.381889e-07, 1.377816e-06, 3.454797e-06, 4.884189e-08, 1.212484e-06, 2.792613e-07, 3.661514e-07, 2.612271e-08, 5.114835e-05, 4.912049e-08, 2.022487e-06, 2.456079e-06, 4.007991e-05, 1.315545e-07, 2.151377e-07, 6.564013e-07, 2.050638e-02, 2.768404e-01, 3.127908e-02, 4.443014e-05, 4.618425e-01, 2.169434e-08, 2.048052e-01, 5.664283e-08, 1.496768e-08, 3.232492e-07, 2.969128e-08, 2.906275e-07, 3.615803e-03, 4.766276e-08, 1.206643e-05, 1.579907e-06, 1.421226e-02, 4.399433e+00, 2.271969e+04, 2.272947e+04, 4.583590e-01, 5.070000e-02, 3.397500e+02, 5.432985e-02, 2.275438e-03, 9.197081e-01, 1.223925e-02, 1.144736e-02, 7.004570e-02, 5.050400e+02, 3.866770e-02, 9.613323e-01, 1.075000e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
