Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_H2O2_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHOCHO_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_C2H5OH_PFRC2_(), Mole_fraction_C2H4O1-2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H8_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_C3H5-A_PFRC2_(), Mole_fraction_CC3H6_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_CC3H4_PFRC2_(), Mole_fraction_C2HCHO_PFRC2_(), Mole_fraction_C3H5OH_PFRC2_(), Mole_fraction_SC3H5OH_PFRC2_(), Mole_fraction_IC3H5OH_PFRC2_(), Mole_fraction_CH3COCH3_PFRC2_(), Mole_fraction_C2H3CHO_PFRC2_(), Mole_fraction_C2H5CHO_PFRC2_(), Mole_fraction_C4H10_PFRC2_(), Mole_fraction_C4H8O2-3_PFRC2_(), Mole_fraction_IC4H10_PFRC2_(), Mole_fraction_IC3H5CHO_PFRC2_(), Mole_fraction_IC3H6CO_PFRC2_(), Mole_fraction_IC4H8_PFRC2_(), Mole_fraction_IC4H7_PFRC2_(), Mole_fraction_CVCYCCOC_PFRC2_(), Mole_fraction_CCYCCO-T1_PFRC2_(), Mole_fraction_C4H8-1_PFRC2_(), Mole_fraction_C4H71-3_PFRC2_(), Mole_fraction_SC3H5CHO_PFRC2_(), Mole_fraction_C4H8-2_PFRC2_(), Mole_fraction_C4H6_PFRC2_(), Mole_fraction_C4H5-2_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H3-I_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_CHCC(CH2)CHCH2_PFRC2_(), Mole_fraction_CH2CHCHCHCCH_PFRC2_(), Mole_fraction_C4H51;3OH2_PFRC2_(), Mole_fraction_C4H4O_PFRC2_(), Mole_fraction_CYHEXDN13_PFRC2_(), Mole_fraction_CYHEXDN14_PFRC2_(), Mole_fraction_C6H8_PFRC2_(), Mole_fraction_CYPENTN-4MTHNE_PFRC2_(), Mole_fraction_C4H612_PFRC2_(), Mole_fraction_C4H6-2_PFRC2_(), Mole_fraction_H2C4O_PFRC2_(), Mole_fraction_C2H3COCH3_PFRC2_(), Mole_fraction_C5H10-1_PFRC2_(), Mole_fraction_C5H10-2_PFRC2_(), Mole_fraction_C5H81-3_PFRC2_(), Mole_fraction_BC5H10_PFRC2_(), Mole_fraction_CC5H10_PFRC2_(), Mole_fraction_AC5H10_PFRC2_(), Mole_fraction_B13DE2M_PFRC2_(), Mole_fraction_B12DE3M_PFRC2_(), Mole_fraction_L-C6H4_PFRC2_(), Mole_fraction_C-C6H4_PFRC2_(), Mole_fraction_C6H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Mole_fraction_FULVENE_PFRC2_(), Mole_fraction_C6H5OH_PFRC2_(), Mole_fraction_C6H5O_PFRC2_(), Mole_fraction_C5H6_PFRC2_(), Mole_fraction_C5H5_PFRC2_(), Mole_fraction_C5H6-L_PFRC2_(), Mole_fraction_CVCCJCVC_PFRC2_(), Mole_fraction_CVCCVCCJ_PFRC2_(), Mole_fraction_C5H5OH_PFRC2_(), Mole_fraction_C5H4OH_PFRC2_(), Mole_fraction_C5H4O_PFRC2_(), Mole_fraction_OC5H7O_PFRC2_(), Mole_fraction_C7H6_PFRC2_(), Mole_fraction_C7H5_PFRC2_(), Mole_fraction_IND_PFRC2_(), Mole_fraction_C5H5CH3_PFRC2_(), Mole_fraction_C9H7_PFRC2_(), Mole_fraction_C9H6O_PFRC2_(), Mole_fraction_NAPH_PFRC2_(), Mole_fraction_FLUORENE_PFRC2_(), Mole_fraction_C14H10_PFRC2_(), Mole_fraction_C16H10_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.710833e-01, 1.766800e-01, 5.380774e+07, 1.358777e+03, 0.000000e+00, 1.358777e+03, 4.700000e+06, 3.880084e-03, 7.886879e-02, 2.139968e-07, 6.703506e-04, 4.066113e-01, 2.330876e-08, 8.904176e-08, 6.697996e-07, 1.134217e-01, 2.508665e-01, 1.351901e-01, 7.390723e-06, 6.395834e-06, 2.635951e-05, 3.653074e-09, 2.793479e-07, 7.794854e-04, 3.708369e-07, 5.876697e-03, 7.741930e-08, 7.618027e-06, 1.163605e-03, 9.836626e-04, 5.884097e-07, 2.314474e-07, 1.694314e-05, 4.601541e-06, 3.000285e-05, 1.659106e-07, 1.268184e-05, 1.529462e-04, 4.870804e-07, 3.816858e-07, 1.748833e-06, 6.790052e-05, 2.354600e-05, 3.839662e-07, 9.421956e-09, 3.530115e-08, 3.283733e-08, 1.889737e-08, 1.729616e-07, 1.788353e-07, 7.432688e-07, 5.480860e-08, 1.745398e-07, 1.294820e-08, 7.170028e-08, 1.173205e-08, 2.753645e-08, 2.526240e-06, 1.791199e-08, 3.535455e-08, 3.665076e-07, 3.579437e-06, 5.689377e-08, 1.364869e-07, 1.655199e-06, 4.028135e-05, 1.789861e-08, 3.603031e-05, 1.126970e-08, 2.346251e-06, 7.658943e-08, 5.611973e-08, 2.087170e-08, 2.331676e-08, 2.297867e-07, 8.895558e-08, 1.930995e-07, 1.797528e-07, 1.159829e-06, 1.048755e-06, 3.963057e-08, 6.518869e-08, 5.245576e-08, 8.804192e-08, 8.844580e-07, 5.086390e-08, 5.476942e-08, 7.261622e-08, 7.989125e-07, 1.301789e-08, 2.407861e-06, 1.247000e-05, 1.637259e-07, 9.532270e-04, 2.420976e-06, 3.352800e-05, 2.000005e-07, 4.671955e-05, 1.189220e-06, 8.913064e-08, 1.905344e-08, 5.678837e-08, 1.273198e-07, 2.245385e-09, 1.066035e-06, 3.952804e-06, 1.303237e-07, 4.404876e-08, 7.549752e-05, 1.143989e-06, 2.378159e-06, 8.739654e-05, 5.266249e-06, 3.967847e-07, 1.228921e-06, 4.382636e-07, 2.438765e-02, 1.014577e+01, 1.584798e+05, 1.619870e+05
1.350825e-01, 4.817591e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.712289e-01, 1.766800e-01, 3.696439e+07, 1.359837e+03, -3.279871e+05, 1.359837e+03, 4.700009e+06, 3.879802e-03, 7.892114e-02, 1.993595e-07, 5.194497e-04, 4.067408e-01, 2.149255e-08, 6.430948e-08, 4.867045e-07, 1.134795e-01, 2.508896e-01, 1.350918e-01, 6.872406e-06, 6.327130e-06, 2.392585e-05, 3.365255e-09, 2.795217e-07, 7.642203e-04, 3.416045e-07, 5.880480e-03, 7.271777e-08, 7.392863e-06, 1.164114e-03, 9.869386e-04, 5.849571e-07, 1.690063e-07, 1.672449e-05, 4.358032e-06, 2.851768e-05, 1.660634e-07, 1.186420e-05, 1.530091e-04, 4.613455e-07, 3.818096e-07, 1.743454e-06, 6.818878e-05, 2.371173e-05, 3.650950e-07, 9.523814e-09, 3.091783e-08, 3.275440e-08, 1.772849e-08, 1.719756e-07, 1.719428e-07, 7.015383e-07, 5.177618e-08, 1.596228e-07, 1.263449e-08, 6.426047e-08, 1.072973e-08, 2.744400e-08, 2.493510e-06, 1.696531e-08, 3.537065e-08, 3.666741e-07, 3.385136e-06, 5.275230e-08, 1.158843e-07, 1.648062e-06, 4.026352e-05, 1.676488e-08, 3.610554e-05, 1.051652e-08, 2.351057e-06, 7.664092e-08, 5.614275e-08, 2.088098e-08, 2.124042e-08, 2.299587e-07, 8.906544e-08, 1.932368e-07, 1.798789e-07, 1.146703e-06, 1.051731e-06, 3.937252e-08, 6.426450e-08, 4.938058e-08, 7.610747e-08, 8.826448e-07, 4.749610e-08, 4.725650e-08, 6.524404e-08, 7.928711e-07, 1.297883e-08, 2.410656e-06, 1.264429e-05, 1.640648e-07, 9.540099e-04, 2.399907e-06, 3.321782e-05, 1.648199e-07, 4.703579e-05, 1.126654e-06, 8.917790e-08, 1.778405e-08, 5.301546e-08, 1.196753e-07, 2.030371e-09, 1.007306e-06, 3.954579e-06, 1.324223e-07, 4.187814e-08, 7.633778e-05, 1.027525e-06, 2.280115e-06, 8.674269e-05, 5.272815e-06, 3.969936e-07, 1.229567e-06, 4.384921e-07, 2.438588e-02, 1.013714e+01, 1.583753e+05, 1.618679e+05
1.356625e-01, 3.864059e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.716518e-01, 1.766800e-01, 4.342143e+06, 1.362572e+03, -3.279871e+05, 1.362572e+03, 4.700009e+06, 3.878028e-03, 7.933028e-02, 1.515910e-07, 1.172895e-04, 4.068639e-01, 1.586365e-08, 1.110583e-08, 8.549669e-08, 1.136837e-01, 2.509314e-01, 1.348689e-01, 5.191139e-06, 4.839428e-06, 7.809714e-06, 2.431201e-09, 2.627090e-07, 6.437904e-04, 2.463755e-07, 5.828271e-03, 5.763863e-08, 3.536238e-06, 1.164750e-03, 1.047149e-03, 5.581995e-07, 2.829580e-08, 1.313334e-05, 3.217693e-06, 1.245989e-05, 1.738869e-07, 7.695838e-06, 1.496681e-04, 3.660909e-07, 3.733444e-07, 1.426759e-06, 7.414582e-05, 2.579107e-05, 3.287259e-07, 1.052235e-08, 1.113397e-08, 3.142168e-08, 1.234615e-08, 1.433848e-07, 9.351688e-08, 2.804958e-07, 3.483120e-08, 9.256942e-08, 6.517151e-09, 3.481847e-08, 3.481189e-09, 2.243988e-08, 2.111349e-06, 1.366540e-08, 3.540580e-08, 3.670343e-07, 2.383567e-06, 3.734465e-08, 2.970810e-08, 1.521629e-06, 3.853856e-05, 1.320256e-08, 3.768389e-05, 8.328499e-09, 2.452181e-06, 7.746062e-08, 5.593376e-08, 2.089855e-08, 7.642457e-09, 2.290534e-07, 8.852319e-08, 1.942951e-07, 1.806376e-07, 1.102005e-06, 1.073405e-06, 3.927528e-08, 4.530811e-08, 3.105983e-08, 3.921877e-08, 8.093123e-07, 2.936083e-08, 2.475031e-08, 3.983007e-08, 6.836497e-07, 1.122906e-08, 2.562580e-06, 1.485351e-05, 1.727374e-07, 9.670032e-04, 1.969730e-06, 2.501883e-05, 6.432201e-08, 5.098676e-05, 9.602758e-07, 8.948451e-08, 1.441914e-08, 4.300607e-08, 5.664339e-08, 8.350078e-10, 3.449643e-07, 3.958333e-06, 1.421960e-07, 3.369783e-08, 9.311301e-05, 6.491320e-07, 2.214396e-06, 6.834263e-05, 5.458086e-06, 3.983626e-07, 1.233667e-06, 4.398572e-07, 2.437473e-02, 1.011217e+01, 1.581770e+05, 1.613813e+05
1.365223e-01, 8.869874e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.718508e-01, 1.766800e-01, 2.435727e+05, 1.363641e+03, -3.279871e+05, 1.363641e+03, 4.700009e+06, 3.876575e-03, 7.977042e-02, 1.376132e-07, 1.803168e-05, 4.065712e-01, 1.426876e-08, 1.554108e-09, 1.204312e-08, 1.137914e-01, 2.509597e-01, 1.348846e-01, 4.691342e-06, 3.686810e-06, 3.436654e-06, 2.171387e-09, 2.572524e-07, 5.760483e-04, 2.129161e-07, 5.652207e-03, 5.284098e-08, 8.809437e-07, 1.163800e-03, 1.094475e-03, 5.369792e-07, 3.820038e-09, 1.155731e-05, 2.804849e-06, 6.561861e-06, 1.825511e-07, 6.345969e-06, 1.454931e-04, 3.345100e-07, 3.631455e-07, 1.031905e-06, 8.024796e-05, 2.782259e-05, 3.411246e-07, 1.145560e-08, 8.679982e-09, 3.035858e-08, 1.061942e-08, 1.225439e-07, 6.785103e-08, 1.433207e-07, 2.953058e-08, 7.273112e-08, 1.828045e-09, 2.735062e-08, 1.429345e-09, 1.472705e-08, 1.999816e-06, 1.305310e-08, 3.540588e-08, 3.670332e-07, 2.050899e-06, 3.206998e-08, 1.209370e-08, 1.446001e-06, 3.688048e-05, 1.237260e-08, 3.978634e-05, 7.961575e-09, 2.611189e-06, 7.923047e-08, 5.542370e-08, 2.089679e-08, 3.577237e-09, 2.219853e-07, 8.564116e-08, 1.938107e-07, 1.792484e-07, 1.106387e-06, 1.099930e-06, 4.129918e-08, 2.858333e-08, 2.516943e-08, 2.994317e-08, 7.150268e-07, 2.508666e-08, 1.903378e-08, 3.422918e-08, 6.419090e-07, 9.931035e-09, 2.658253e-06, 1.247736e-05, 1.864146e-07, 9.953335e-04, 1.801431e-06, 1.565877e-05, 3.071808e-08, 5.360133e-05, 9.220282e-07, 8.994068e-08, 1.363595e-08, 4.067821e-08, 4.466833e-08, 4.946850e-10, 1.035977e-07, 3.958289e-06, 1.559199e-07, 3.333886e-08, 1.141453e-04, 5.596797e-07, 2.485575e-06, 4.186812e-05, 5.908855e-06, 4.006374e-07, 1.240004e-06, 4.418455e-07, 2.436560e-02, 1.010046e+01, 1.581704e+05, 1.610482e+05
1.377239e-01, 1.585783e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.720405e-01, 1.766800e-01, 2.373866e+04, 1.364694e+03, -3.279871e+05, 1.364694e+03, 4.700009e+06, 3.875291e-03, 8.024985e-02, 1.353746e-07, 1.637718e-06, 4.061015e-01, 1.398842e-08, 1.396994e-10, 1.085002e-09, 1.138824e-01, 2.510127e-01, 1.349929e-01, 4.593727e-06, 3.323264e-06, 2.661952e-06, 2.121663e-09, 2.547960e-07, 5.430825e-04, 1.987557e-07, 5.429231e-03, 5.074354e-08, 1.170434e-07, 1.162159e-03, 1.094556e-03, 5.129183e-07, 3.439365e-10, 1.082368e-05, 2.620284e-06, 5.487756e-06, 1.836433e-07, 5.809912e-06, 1.406865e-04, 3.220288e-07, 3.517255e-07, 8.322801e-07, 8.256106e-05, 2.864337e-05, 3.539918e-07, 1.185944e-08, 8.284763e-09, 2.938506e-08, 9.909826e-09, 1.134041e-07, 6.040632e-08, 1.149705e-07, 2.734048e-08, 6.449405e-08, 2.653633e-10, 2.479431e-08, 8.498312e-10, 8.119351e-09, 1.963659e-06, 1.294401e-08, 3.539650e-08, 3.669355e-07, 1.912692e-06, 2.977258e-08, 9.004663e-09, 1.383742e-06, 3.543667e-05, 1.215550e-08, 4.021518e-05, 7.885806e-09, 2.692027e-06, 8.098875e-08, 5.467919e-08, 2.089084e-08, 2.833395e-09, 2.089591e-07, 8.047099e-08, 1.895366e-07, 1.735161e-07, 1.102172e-06, 1.101690e-06, 4.244387e-08, 2.074400e-08, 2.251875e-08, 2.667788e-08, 6.463887e-07, 2.389369e-08, 1.702160e-08, 3.259719e-08, 6.226291e-07, 9.519069e-09, 2.140909e-06, 6.931655e-06, 1.666902e-07, 1.035066e-03, 1.810062e-06, 1.046234e-05, 1.895791e-08, 5.251817e-05, 8.823561e-07, 9.058183e-08, 1.300027e-08, 3.878937e-08, 6.451186e-08, 8.549755e-09, 4.448555e-08, 3.957222e-06, 1.754306e-07, 3.641052e-08, 1.286372e-04, 5.175236e-07, 2.737947e-06, 2.007052e-05, 6.575874e-06, 4.044191e-07, 1.249720e-06, 4.449476e-07, 2.435753e-02, 1.008932e+01, 1.580907e+05, 1.607300e+05
1.417397e-01, 3.916067e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.726169e-01, 1.766800e-01, -3.405476e+05, 1.368014e+03, -3.279871e+05, 1.368014e+03, 4.700009e+06, 3.871745e-03, 8.170152e-02, 1.379296e-07, 2.590768e-07, 4.046259e-01, 1.414944e-08, 2.327688e-11, 1.822816e-10, 1.141428e-01, 2.511676e-01, 1.352972e-01, 4.609655e-06, 3.215756e-06, 2.400364e-06, 2.130069e-09, 2.484942e-07, 4.846894e-04, 1.755112e-07, 4.862458e-03, 4.595065e-08, 1.810713e-08, 1.156690e-03, 1.009378e-03, 4.521975e-07, 5.896530e-11, 9.461706e-06, 2.295695e-06, 4.998613e-06, 1.706112e-07, 4.906896e-06, 1.259209e-04, 2.906678e-07, 3.166443e-07, 7.157257e-07, 7.713546e-05, 2.687935e-05, 3.339955e-07, 1.130208e-08, 7.600775e-09, 2.635814e-08, 8.519442e-09, 9.921613e-08, 5.062876e-08, 1.001574e-07, 2.313124e-08, 5.072659e-08, 4.370143e-12, 2.048345e-08, 4.745272e-10, 1.714072e-09, 1.738633e-06, 1.167240e-08, 3.536458e-08, 3.666045e-07, 1.618211e-06, 2.427928e-08, 6.984329e-09, 1.185027e-06, 2.950248e-05, 1.090723e-08, 3.345073e-05, 6.573120e-09, 2.307950e-06, 7.372271e-08, 4.902209e-08, 2.087190e-08, 2.460807e-09, 1.538653e-07, 5.919501e-08, 1.538320e-07, 1.356084e-07, 9.744593e-07, 9.809027e-07, 3.589049e-08, 1.619540e-08, 1.714706e-08, 2.046454e-08, 5.247981e-07, 2.008998e-08, 1.309620e-08, 2.742162e-08, 5.206415e-07, 8.054626e-09, 4.027630e-07, 7.205134e-07, 3.644694e-08, 1.133384e-03, 1.565460e-06, 8.948433e-06, 1.591417e-08, 4.320815e-05, 7.171414e-07, 9.253116e-08, 1.051212e-08, 3.138444e-08, 8.877157e-08, 1.711164e-08, 1.859371e-08, 3.953644e-06, 1.689801e-07, 3.411543e-08, 1.315392e-04, 4.016853e-07, 2.761735e-06, 1.923673e-06, 8.325949e-06, 4.198392e-07, 1.284762e-06, 4.582373e-07, 2.433524e-02, 1.005563e+01, 1.573834e+05, 1.598337e+05
1.470000e-01, 6.957381e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.732916e-01, 1.766800e-01, -7.946231e+05, 1.371709e+03, -3.279871e+05, 1.371709e+03, 4.700009e+06, 3.867089e-03, 8.356619e-02, 1.419496e-07, 2.688015e-07, 4.028889e-01, 1.440664e-08, 2.228826e-11, 1.786280e-10, 1.145154e-01, 2.512405e-01, 1.354096e-01, 4.644211e-06, 3.146967e-06, 2.194798e-06, 2.158824e-09, 2.429228e-07, 4.313882e-04, 1.546895e-07, 4.317041e-03, 4.132723e-08, 1.747195e-08, 1.149534e-03, 9.163290e-04, 3.944341e-07, 4.278371e-11, 8.188913e-06, 1.997262e-06, 4.535893e-06, 1.554615e-07, 4.105807e-06, 1.107003e-04, 2.572559e-07, 2.801784e-07, 6.310648e-07, 6.923556e-05, 2.420233e-05, 2.993496e-07, 1.036774e-08, 6.893361e-09, 2.313038e-08, 7.197005e-09, 8.563020e-08, 4.201300e-08, 8.695864e-08, 1.921778e-08, 3.949316e-08, 3.520767e-12, 1.662871e-08, 3.710843e-10, 8.596718e-10, 1.478550e-06, 1.010290e-08, 3.532240e-08, 3.661671e-07, 1.337776e-06, 1.922918e-08, 5.301738e-09, 9.881271e-07, 2.358410e-05, 9.459960e-09, 2.641222e-05, 5.222444e-09, 1.852340e-06, 5.492213e-08, 3.821322e-08, 2.084692e-08, 2.111295e-09, 1.053449e-07, 4.064701e-08, 1.067630e-07, 9.286547e-08, 8.243740e-07, 8.357633e-07, 2.818318e-08, 1.342248e-08, 1.265669e-08, 1.519238e-08, 4.097684e-07, 1.613407e-08, 9.744613e-09, 2.206389e-08, 4.132342e-07, 6.435903e-09, 6.304959e-08, 1.728626e-07, 5.283935e-09, 1.215615e-03, 1.260721e-06, 9.420265e-06, 1.662320e-08, 3.416920e-05, 5.622864e-07, 9.461441e-08, 8.210385e-09, 2.452903e-08, 6.621036e-08, 1.334667e-08, 1.427276e-08, 3.948915e-06, 1.151646e-07, 2.286777e-08, 1.217096e-04, 3.006986e-07, 2.528043e-06, 5.385389e-07, 9.719614e-06, 4.424263e-07, 1.329478e-06, 4.810804e-07, 2.430597e-02, 1.001648e+01, 1.563355e+05, 1.587568e+05
1.590000e-01, 1.385496e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.746202e-01, 1.766800e-01, -1.403238e+06, 1.378377e+03, -3.279871e+05, 1.378377e+03, 4.700009e+06, 3.856320e-03, 8.753924e-02, 1.518297e-07, 2.787929e-07, 3.996154e-01, 1.502006e-08, 2.293612e-11, 1.849872e-10, 1.156398e-01, 2.509030e-01, 1.348757e-01, 4.729069e-06, 3.036391e-06, 1.936198e-06, 2.256383e-09, 2.367572e-07, 3.605129e-04, 1.285696e-07, 3.579048e-03, 3.544174e-08, 1.634070e-08, 1.133194e-03, 7.872580e-04, 3.164725e-07, 4.060443e-11, 6.487319e-06, 1.608165e-06, 3.888147e-06, 1.335997e-07, 3.091310e-06, 8.935017e-05, 2.114453e-07, 2.288146e-07, 5.082275e-07, 5.770976e-05, 2.026266e-05, 2.525082e-07, 8.984300e-09, 5.936651e-09, 1.849425e-08, 5.463219e-09, 6.693314e-08, 3.104660e-08, 6.867667e-08, 1.415562e-08, 2.666674e-08, 2.522684e-12, 1.183913e-08, 2.789806e-10, 6.170997e-10, 1.120963e-06, 7.916305e-09, 3.522472e-08, 3.651542e-07, 9.790476e-07, 1.335242e-08, 3.404578e-09, 7.329699e-07, 1.647090e-05, 7.515026e-09, 1.832213e-05, 3.701770e-09, 1.321798e-06, 3.007629e-08, 2.057652e-08, 2.078905e-08, 1.640443e-09, 5.686539e-08, 2.205222e-08, 5.622682e-08, 4.940090e-08, 6.262321e-07, 6.398953e-07, 1.922466e-08, 9.801205e-09, 7.781955e-09, 9.435190e-09, 2.723974e-07, 1.114593e-08, 6.073044e-09, 1.529070e-08, 2.813763e-07, 4.439782e-09, 3.577662e-08, 1.264208e-07, 2.883612e-09, 1.316804e-03, 9.315905e-07, 9.868334e-06, 1.734106e-08, 2.329973e-05, 3.808544e-07, 9.814046e-08, 5.551038e-09, 1.660412e-08, 4.151313e-08, 8.860578e-09, 9.178007e-09, 3.937957e-06, 5.780184e-08, 1.128098e-08, 1.020475e-04, 1.891945e-07, 2.097654e-06, 3.697959e-07, 1.124797e-05, 4.954649e-07, 1.416556e-06, 5.479880e-07, 2.423829e-02, 9.940265e+00, 1.541263e+05, 1.565091e+05
1.710000e-01, 2.070390e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 1.757798e-01, 1.766800e-01, -1.730819e+06, 1.383612e+03, -3.279871e+05, 1.383612e+03, 4.700009e+06, 3.845432e-03, 9.108847e-02, 1.627282e-07, 2.809489e-07, 3.970655e-01, 1.571979e-08, 2.277154e-11, 1.864311e-10, 1.171837e-01, 2.499777e-01, 1.337652e-01, 4.836314e-06, 2.979326e-06, 1.817497e-06, 2.389609e-09, 2.348158e-07, 3.247175e-04, 1.174106e-07, 3.209181e-03, 3.306203e-08, 1.551489e-08, 1.116764e-03, 7.234024e-04, 2.764445e-07, 3.535591e-11, 5.634020e-06, 1.424623e-06, 3.557689e-06, 1.223311e-07, 2.604797e-06, 7.794206e-05, 1.886804e-07, 2.014668e-07, 4.418341e-07, 5.146103e-05, 1.811753e-05, 2.311683e-07, 8.256871e-09, 5.496851e-09, 1.595911e-08, 4.604678e-09, 5.722161e-08, 2.574633e-08, 5.912809e-08, 1.165524e-08, 2.106215e-08, 1.999216e-12, 9.568442e-09, 2.356698e-10, 5.201742e-10, 9.329052e-07, 6.776261e-09, 3.512585e-08, 3.641289e-07, 8.038921e-07, 1.078973e-08, 2.577539e-09, 6.047685e-07, 1.321140e-05, 6.559974e-09, 1.471863e-05, 3.064473e-09, 1.083758e-06, 2.070334e-08, 1.310281e-08, 2.073050e-08, 1.401905e-09, 3.864641e-08, 1.503610e-08, 3.793869e-08, 3.345738e-08, 5.268560e-07, 5.390883e-07, 1.516334e-08, 7.987883e-09, 5.793000e-09, 7.042505e-09, 2.100376e-07, 8.739108e-09, 4.542043e-09, 1.202137e-08, 2.194841e-07, 3.505288e-09, 2.932492e-08, 1.065131e-07, 2.400637e-09, 1.354592e-03, 8.023782e-07, 9.909308e-06, 1.756842e-08, 1.832993e-05, 3.013704e-07, 1.007858e-07, 4.409005e-09, 1.320055e-08, 3.132792e-08, 6.948679e-09, 6.895946e-09, 3.926863e-06, 3.772940e-08, 7.356008e-09, 8.837468e-05, 1.427706e-07, 1.823054e-06, 2.940234e-07, 1.193211e-05, 5.478765e-07, 1.487755e-06, 6.274542e-07, 2.416985e-02, 9.874691e+00, 1.520678e+05, 1.544138e+05
