Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Heat_loss_rate_PSRC1_(J/sec), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_H2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_O2_PSRC1_(), Mole_fraction_OH_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_HO2_PSRC1_(), Mole_fraction_H2O2_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CO2_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_CH3OH_PSRC1_(), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_N2_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mole_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_C1_Inlet2_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet2_PSRC1_(K), Inlet_mole_fraction_O2_of_C1_Inlet2_PSRC1_(), Inlet_mole_fraction_H2O_of_C1_Inlet2_PSRC1_(), Inlet_flow_rate_of_C1_Inlet3_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet3_PSRC1_(K), Inlet_mole_fraction_H2O_of_C1_Inlet3_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.314957e-01, 5.495287e+07, 1.484140e+03, 4.235994e+05, 1.484132e+03, 1.066830e-01, 4.700000e+06, 1.008789e-01, 6.957881e-07, 1.545886e-04, 8.673961e-08, 4.602487e-01, 1.066842e-07, 2.853529e-08, 2.718953e-05, 1.952686e-01, 6.975708e-02, 1.263102e-01, 1.306580e-05, 6.858890e-06, 1.580912e-02, 7.905504e-07, 2.507214e-02, 1.829640e-06, 1.204875e-03, 1.335638e-05, 5.231771e-03, 2.044486e-02, 7.787084e+00, 2.794733e+05, 2.795200e+05, 8.113044e-01, 5.070000e-02, 3.397500e+02, 9.218056e-01, 1.226716e-02, 5.445375e-02, 1.147347e-02, 7.004570e-02, 5.050400e+02, 9.613323e-01, 3.866770e-02, 1.075000e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
