Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Heat_loss_rate_PSRC1_(J/sec), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mass_fraction_N2_PSRC1_(), Mass_fraction_H2_PSRC1_(), Mass_fraction_H_PSRC1_(), Mass_fraction_H2O_PSRC1_(), Mass_fraction_OH_PSRC1_(), Mass_fraction_CO_PSRC1_(), Mass_fraction_CH4_PSRC1_(), Mass_fraction_CH3_PSRC1_(), Mass_fraction_CH2_PSRC1_(), Mass_fraction_CH2(S)_PSRC1_(), Mass_fraction_C_PSRC1_(), Mass_fraction_CH_PSRC1_(), Mass_fraction_CH2O_PSRC1_(), Mass_fraction_HCO_PSRC1_(), Mass_fraction_C2H6_PSRC1_(), Mass_fraction_C2H5_PSRC1_(), Mass_fraction_C2H4_PSRC1_(), Mass_fraction_C2H3_PSRC1_(), Mass_fraction_C2H2_PSRC1_(), Mass_fraction_C2H_PSRC1_(), Mass_fraction_H2CC_PSRC1_(), Mass_fraction_CH2CO_PSRC1_(), Mass_fraction_HCCO_PSRC1_(), Mass_fraction_C3H6_PSRC1_(), Mass_fraction_C3H5-A_PSRC1_(), Mass_fraction_C3H5-S_PSRC1_(), Mass_fraction_C3H5-T_PSRC1_(), Mass_fraction_CC3H6_PSRC1_(), Mass_fraction_C3H4-P_PSRC1_(), Mass_fraction_C3H4-A_PSRC1_(), Mass_fraction_C3H3_PSRC1_(), Mass_fraction_CC3H4_PSRC1_(), Mass_fraction_C3H2_PSRC1_(), Mass_fraction_H2CCC(S)_PSRC1_(), Mass_fraction_C3H2(S)_PSRC1_(), Mass_fraction_C3H2C_PSRC1_(), Mass_fraction_C2HCHO_PSRC1_(), Mass_fraction_C4H6_PSRC1_(), Mass_fraction_C4H5-I_PSRC1_(), Mass_fraction_C4H5-N_PSRC1_(), Mass_fraction_C4H5-2_PSRC1_(), Mass_fraction_C4H4_PSRC1_(), Mass_fraction_C4H3-I_PSRC1_(), Mass_fraction_C4H3-N_PSRC1_(), Mass_fraction_C4H2_PSRC1_(), Mass_fraction_CHCC(CH2)CHCH2_PSRC1_(), Mass_fraction_CH2CHCHCHCCH_PSRC1_(), Mass_fraction_C4H612_PSRC1_(), Mass_fraction_C4H6-2_PSRC1_(), Mass_fraction_L-C6H4_PSRC1_(), Mass_fraction_C-C6H4_PSRC1_(), Mass_fraction_C6H3_PSRC1_(), Mass_fraction_C6H2_PSRC1_(), Mass_fraction_C6H6_PSRC1_(), Mass_fraction_FULVENE_PSRC1_(), Mass_fraction_C6H5_PSRC1_(), Mass_fraction_C5H6_PSRC1_(), Mass_fraction_C5H5_PSRC1_(), Mass_fraction_C5H6-L_PSRC1_(), Mass_fraction_C#CCVCCJ_PSRC1_(), Mass_fraction_C7H5_PSRC1_(), Mass_fraction_FLUORENE_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_INLET1_PSRC1_(kg/sec), Inlet_temperature_of_INLET1_PSRC1_(K), Inlet_mass_fraction_N2_of_INLET1_PSRC1_(), Inlet_mass_fraction_CO2_of_INLET1_PSRC1_(), Inlet_mass_fraction_CH4_of_INLET1_PSRC1_(), Inlet_mass_fraction_C2H6_of_INLET1_PSRC1_(), Inlet_mass_fraction_C3H8_of_INLET1_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 6.850000e-03, 1.682000e-02, -2.820362e+07, 2.985995e+03, -4.235994e+05, 2.985996e+03, 1.097613e-02, 4.700000e+06, 1.848480e-02, 1.761198e-01, 2.273842e-03, 3.820882e-06, 3.322081e-08, 3.951142e-02, 8.063104e-03, 3.028246e-03, 1.349927e-04, 1.417887e-05, 2.784750e-06, 8.640354e-06, 6.059776e-07, 3.183879e-06, 4.428663e-06, 9.075622e-06, 3.741440e-03, 1.355685e-03, 5.747291e-01, 2.119095e-03, 1.754375e-03, 1.968981e-06, 4.504166e-07, 7.401038e-06, 1.066524e-05, 9.403074e-07, 1.688473e-06, 8.424987e-08, 1.441454e-03, 6.831785e-04, 8.726410e-03, 1.650335e-05, 1.831680e-05, 1.735320e-04, 1.472738e-03, 4.258565e-04, 4.980806e-07, 4.566276e-06, 4.273776e-06, 5.931255e-07, 7.578295e-06, 2.705603e-03, 5.836803e-03, 2.640280e-04, 1.304233e-01, 4.118960e-07, 6.170777e-07, 1.306150e-06, 5.382943e-07, 1.982872e-04, 5.600917e-06, 8.023057e-05, 1.608457e-02, 2.148026e-06, 2.898027e-07, 1.391722e-07, 6.023118e-07, 1.387902e-06, 5.179186e-06, 2.011220e-06, 1.685542e-06, 2.360485e-05, 8.464179e-03, 1.602355e+00, 4.990962e+05, 4.990985e+05, 6.525644e-01, 1.682000e-02, 3.406500e+02, 1.848480e-02, 3.104912e-02, 8.505112e-01, 9.417102e-02, 5.783887e-03, 2.981500e+02, 1.000000e+00
