Distance_PFRC4_(m), Plug_flow_residence_time_PFRC4_(sec), Internal_surface_area_per_unit_distance_PFRC4_(m), Cross-section_area_PFRC4_(m2), External_surface_area_per_unit_distance_PFRC4_(m), Velocity_PFRC4_(m/sec), Exit_mass_flow_rate_PFRC4_(kg/sec), Volumetric_heat_production_rate_PFRC4_(J/m3-sec), Surface_temperature_PFRC4_(K), Heat_loss_rate_PFRC4_(J/m-sec), Temperature_PFRC4_(K), Pressure_PFRC4_(Pa), Mass_fraction_N2_PFRC4_(), Mass_fraction_H2_PFRC4_(), Mass_fraction_H_PFRC4_(), Mass_fraction_O2_PFRC4_(), Mass_fraction_O_PFRC4_(), Mass_fraction_H2O_PFRC4_(), Mass_fraction_OH_PFRC4_(), Mass_fraction_H2O2_PFRC4_(), Mass_fraction_HO2_PFRC4_(), Mass_fraction_CO_PFRC4_(), Mass_fraction_CO2_PFRC4_(), Mass_fraction_HOCO_PFRC4_(), Mass_fraction_CH4_PFRC4_(), Mass_fraction_CH3_PFRC4_(), Mass_fraction_CH2_PFRC4_(), Mass_fraction_CH2(S)_PFRC4_(), Mass_fraction_C_PFRC4_(), Mass_fraction_CH_PFRC4_(), Mass_fraction_CH3OH_PFRC4_(), Mass_fraction_CH3O_PFRC4_(), Mass_fraction_CH2OH_PFRC4_(), Mass_fraction_CH2O_PFRC4_(), Mass_fraction_HCO_PFRC4_(), Mass_fraction_HCOH_PFRC4_(), Mass_fraction_HOCHO_PFRC4_(), Mass_fraction_OCHO_PFRC4_(), Mass_fraction_C2H6_PFRC4_(), Mass_fraction_C2H5_PFRC4_(), Mass_fraction_C2H4_PFRC4_(), Mass_fraction_C2H3_PFRC4_(), Mass_fraction_CHOCHO_PFRC4_(), Mass_fraction_CHCHO_PFRC4_(), Mass_fraction_C2H2_PFRC4_(), Mass_fraction_C2H_PFRC4_(), Mass_fraction_H2CC_PFRC4_(), Mass_fraction_C2H5OH_PFRC4_(), Mass_fraction_PC2H4OH_PFRC4_(), Mass_fraction_CH3CHO_PFRC4_(), Mass_fraction_CH3CO_PFRC4_(), Mass_fraction_CH2CHO_PFRC4_(), Mass_fraction_C2H3OH_PFRC4_(), Mass_fraction_C2H2OH_PFRC4_(), Mass_fraction_CH2CO_PFRC4_(), Mass_fraction_HCCO_PFRC4_(), Mass_fraction_HCCOH_PFRC4_(), Mass_fraction_C3H8_PFRC4_(), Mass_fraction_IC3H7_PFRC4_(), Mass_fraction_C3H6_PFRC4_(), Mass_fraction_C3H5-A_PFRC4_(), Mass_fraction_C3H5-S_PFRC4_(), Mass_fraction_C3H5-T_PFRC4_(), Mass_fraction_CC3H6_PFRC4_(), Mass_fraction_CH3CHCO_PFRC4_(), Mass_fraction_C3H4-P_PFRC4_(), Mass_fraction_C3H4-A_PFRC4_(), Mass_fraction_C3H3_PFRC4_(), Mass_fraction_CC3H4_PFRC4_(), Mass_fraction_C3H2_PFRC4_(), Mass_fraction_H2CCC(S)_PFRC4_(), Mass_fraction_C3H2(S)_PFRC4_(), Mass_fraction_C3H2C_PFRC4_(), Mass_fraction_C3H3O_PFRC4_(), Mass_fraction_C2HCHO_PFRC4_(), Mass_fraction_C3H5OH_PFRC4_(), Mass_fraction_IC3H5OH_PFRC4_(), Mass_fraction_C2H3CHO_PFRC4_(), Mass_fraction_IC4H8_PFRC4_(), Mass_fraction_IC4H7_PFRC4_(), Mass_fraction_C4H8-1_PFRC4_(), Mass_fraction_C4H71-3_PFRC4_(), Mass_fraction_C4H8-2_PFRC4_(), Mass_fraction_SC2H2OH_PFRC4_(), Mass_fraction_C4H5OH-13_PFRC4_(), Mass_fraction_C4H6_PFRC4_(), Mass_fraction_C4H5-I_PFRC4_(), Mass_fraction_C4H5-N_PFRC4_(), Mass_fraction_C4H5-2_PFRC4_(), Mass_fraction_C4H4_PFRC4_(), Mass_fraction_C4H3-I_PFRC4_(), Mass_fraction_C4H3-N_PFRC4_(), Mass_fraction_C4H2_PFRC4_(), Mass_fraction_CHCC(CH2)CHCH2_PFRC4_(), Mass_fraction_CH2CHCHCHCCH_PFRC4_(), Mass_fraction_C3H3CHO_PFRC4_(), Mass_fraction_C4H4O_PFRC4_(), Mass_fraction_C6H8_PFRC4_(), Mass_fraction_CYPENTN-4MTHNE_PFRC4_(), Mass_fraction_C4H612_PFRC4_(), Mass_fraction_C4H6-2_PFRC4_(), Mass_fraction_H2C4O_PFRC4_(), Mass_fraction_C2H3COCH3_PFRC4_(), Mass_fraction_C5H81-3_PFRC4_(), Mass_fraction_B13DE2M_PFRC4_(), Mass_fraction_B13DE2MJ_PFRC4_(), Mass_fraction_L-C6H4_PFRC4_(), Mass_fraction_C-C6H4_PFRC4_(), Mass_fraction_C6H3_PFRC4_(), Mass_fraction_C6H2_PFRC4_(), Mass_fraction_C6H6_PFRC4_(), Mass_fraction_FULVENE_PFRC4_(), Mass_fraction_C6H5_PFRC4_(), Mass_fraction_C6H5OH_PFRC4_(), Mass_fraction_C6H5O_PFRC4_(), Mass_fraction_C5H6_PFRC4_(), Mass_fraction_C5H5_PFRC4_(), Mass_fraction_C5H6-L_PFRC4_(), Mass_fraction_C#CCVCCJ_PFRC4_(), Mass_fraction_CVCCJCVC_PFRC4_(), Mass_fraction_CVCCVCCJ_PFRC4_(), Mass_fraction_C5H5OH_PFRC4_(), Mass_fraction_C5H4OH_PFRC4_(), Mass_fraction_C5H4O_PFRC4_(), Mass_fraction_OC5H7O_PFRC4_(), Mass_fraction_C7H6_PFRC4_(), Mass_fraction_C7H5_PFRC4_(), Mass_fraction_IND_PFRC4_(), Mass_fraction_C5H5CH3_PFRC4_(), Mass_fraction_C9H7_PFRC4_(), Mass_fraction_C9H6O_PFRC4_(), Mass_fraction_NAPH_PFRC4_(), Mass_fraction_FLUORENE_PFRC4_(), Molecular_weight_PFRC4_(kg/mole), Mass_density_PFRC4_(kg/m3), Unburned_hydrocarbons_PFRC4_(ppm), Volatile_organic_compounds_PFRC4_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.717779e-01, 1.766300e-01, 8.710647e+13, 1.904617e+03, 0.000000e+00, 1.904617e+03, 4.700000e+06, 4.456110e-03, 2.201666e-02, 2.166089e-04, 4.058878e-04, 1.095794e-09, 3.022072e-01, 3.661939e-07, 2.121058e-08, 7.732714e-07, 1.334816e-01, 4.488178e-01, 2.441728e-09, 1.435511e-02, 2.960288e-04, 1.285528e-05, 1.350221e-06, 2.651843e-07, 8.227977e-07, 1.089620e-05, 5.680666e-11, 2.834504e-09, 8.029033e-06, 3.199204e-07, 1.789488e-09, 4.342785e-07, 5.227312e-11, 3.469375e-05, 9.206093e-07, 9.336894e-04, 1.292063e-04, 3.679427e-07, 2.934486e-04, 5.571455e-02, 2.017958e-04, 1.670695e-04, 5.734362e-08, 2.074732e-10, 3.376293e-06, 1.585205e-09, 2.118789e-09, 2.216889e-06, 1.583008e-10, 1.763080e-05, 4.715468e-08, 1.528623e-06, 1.118259e-07, 1.062461e-09, 9.124453e-06, 1.154496e-06, 9.019842e-08, 1.625625e-07, 3.809454e-08, 8.992353e-07, 1.727960e-04, 7.822002e-05, 8.325190e-04, 1.586791e-06, 1.744260e-06, 1.652510e-05, 1.402451e-04, 4.055317e-05, 7.735122e-10, 6.410278e-08, 1.026883e-08, 3.994299e-08, 9.952342e-08, 5.644022e-08, 3.747135e-09, 6.294772e-08, 4.552573e-09, 2.803918e-08, 3.411641e-10, 1.912763e-10, 2.626473e-06, 4.102507e-07, 5.656900e-08, 7.347239e-07, 2.662682e-04, 5.558506e-04, 2.514313e-05, 1.242543e-02, 4.475543e-08, 6.256067e-08, 5.285305e-10, 1.098096e-09, 2.392630e-09, 1.512498e-09, 3.420676e-07, 2.201335e-07, 1.734077e-07, 4.358878e-09, 1.685217e-08, 1.856364e-08, 1.060147e-09, 1.892025e-05, 6.096043e-07, 7.640167e-06, 1.531718e-03, 6.829589e-05, 4.270895e-07, 1.669820e-08, 1.996802e-06, 2.933569e-08, 1.787630e-06, 2.756969e-07, 5.887143e-07, 1.923613e-07, 2.253262e-09, 7.597809e-09, 6.328524e-09, 7.593826e-10, 7.990564e-08, 6.830066e-08, 1.538816e-08, 1.681671e-07, 1.296130e-06, 1.155598e-08, 1.341601e-07, 7.458771e-08, 4.399304e-09, 2.249538e-06, 2.151295e-02, 6.384920e+00, 1.418328e+05, 1.421768e+05
1.350000e-01, 5.864886e-09, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.727736e-01, 1.766300e-01, 1.533007e+13, 1.913864e+03, 2.501106e+04, 1.913864e+03, 4.700012e+06, 4.456110e-03, 2.212845e-02, 9.641524e-05, 3.963340e-04, 1.161992e-06, 3.020165e-01, 2.735066e-04, 2.124055e-07, 3.872105e-06, 1.337385e-01, 4.484322e-01, 3.333297e-07, 1.389257e-02, 7.200288e-04, 7.405939e-06, 2.881362e-07, 2.926629e-07, 1.079670e-07, 2.725222e-05, 4.899511e-08, 4.663004e-06, 1.407633e-05, 6.510897e-06, 3.544734e-07, 4.087778e-07, 7.713031e-08, 4.072618e-05, 1.097587e-05, 1.019280e-03, 3.758715e-04, 4.129761e-07, 2.934728e-04, 5.584864e-02, 6.614967e-06, 3.625970e-05, 1.658652e-07, 2.836691e-08, 2.892135e-06, 4.254266e-08, 5.182812e-07, 4.565646e-06, 8.592075e-07, 4.777512e-05, 6.186895e-06, 1.700208e-05, 2.502524e-07, 5.326972e-08, 1.419390e-05, 7.543389e-06, 5.244285e-07, 1.029237e-06, 1.414899e-07, 9.463044e-07, 3.523580e-04, 1.760678e-04, 5.725119e-04, 1.920286e-06, 3.034504e-07, 1.861406e-05, 1.021740e-04, 4.037831e-05, 2.595922e-08, 7.824106e-08, 1.029007e-08, 6.774774e-08, 2.556604e-07, 9.292136e-08, 7.929163e-08, 1.415140e-07, 1.150075e-07, 3.498033e-08, 3.801086e-10, 1.344813e-08, 3.168306e-06, 1.516229e-06, 2.415549e-07, 9.180283e-07, 3.539571e-04, 4.819604e-04, 1.773941e-05, 1.224359e-02, 4.698470e-08, 6.977077e-08, 5.788527e-10, 9.543572e-10, 2.445277e-09, 1.521538e-09, 1.528895e-06, 2.683210e-07, 5.142844e-05, 4.142605e-09, 1.656931e-08, 2.273140e-08, 1.043750e-08, 2.546717e-05, 7.460388e-07, 2.326452e-05, 1.492433e-03, 6.831040e-05, 1.368039e-06, 1.208251e-06, 1.956740e-06, 6.988501e-08, 2.428499e-06, 4.880858e-07, 5.887124e-07, 2.199514e-08, 9.995027e-08, 3.349502e-07, 8.082221e-09, 9.840671e-10, 7.455447e-08, 6.830068e-08, 2.244051e-07, 5.218410e-07, 1.200982e-06, 1.308835e-08, 1.635040e-07, 7.471367e-08, 4.262289e-09, 2.249539e-06, 2.153844e-02, 6.361614e+00, 1.418444e+05, 1.423363e+05
1.350000e-01, 1.305619e-07, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.746299e-01, 1.766300e-01, 3.732453e+11, 1.930481e+03, 2.501106e+04, 1.930481e+03, 4.700012e+06, 4.456110e-03, 2.209615e-02, 8.915556e-06, 3.677631e-04, 3.213615e-08, 3.025421e-01, 2.630809e-05, 8.733968e-08, 3.112713e-06, 1.345825e-01, 4.472884e-01, 3.792218e-08, 1.413385e-02, 2.470653e-04, 2.765996e-07, 1.029815e-08, 8.942204e-10, 1.698616e-09, 8.250065e-05, 1.225222e-08, 9.121703e-07, 5.570753e-05, 6.444817e-07, 4.455188e-07, 3.540114e-07, 7.249735e-09, 1.384596e-04, 2.026864e-06, 1.530799e-03, 4.586327e-05, 6.563001e-07, 2.936166e-04, 5.598725e-02, 6.437175e-07, 3.919580e-06, 5.617533e-07, 5.357882e-09, 3.176578e-06, 1.384826e-08, 1.558861e-07, 1.484564e-05, 7.674170e-08, 2.160279e-04, 1.859238e-06, 7.136347e-05, 6.615253e-07, 2.375825e-08, 5.481328e-05, 9.275219e-06, 1.971074e-07, 3.536418e-07, 4.833073e-07, 1.571554e-06, 7.415303e-04, 3.033457e-04, 2.898316e-04, 1.155826e-06, 5.058528e-09, 5.019530e-07, 1.625082e-06, 3.671519e-05, 1.123545e-07, 2.957224e-07, 3.326582e-08, 2.151578e-07, 5.920928e-07, 5.380924e-07, 8.993509e-08, 1.194875e-06, 1.071780e-07, 2.692255e-07, 3.556990e-09, 4.674379e-08, 1.345332e-05, 9.218211e-07, 6.392708e-08, 1.084014e-06, 8.079699e-04, 1.881591e-04, 2.461772e-06, 1.163890e-02, 1.757934e-07, 1.777792e-07, 5.052811e-09, 8.507121e-09, 4.225242e-09, 2.255537e-09, 7.498468e-06, 2.223449e-06, 1.105501e-04, 3.959712e-09, 2.119998e-08, 1.387767e-07, 3.884543e-08, 7.907338e-05, 1.574616e-06, 3.361743e-06, 1.377355e-03, 7.976345e-05, 6.629149e-06, 1.736202e-07, 2.051016e-06, 1.266360e-07, 1.344659e-05, 2.471053e-06, 5.887218e-07, 1.216302e-07, 1.371089e-07, 4.534879e-07, 2.432412e-08, 9.842664e-09, 6.981516e-08, 6.830253e-08, 6.311866e-07, 3.856220e-06, 1.052395e-06, 8.330386e-08, 2.489915e-07, 7.015077e-08, 4.454915e-09, 2.249539e-06, 2.157858e-02, 6.318612e+00, 1.416469e+05, 1.425128e+05
1.350012e-01, 4.502609e-06, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.756448e-01, 1.766300e-01, 1.751379e+10, 1.941386e+03, 2.501106e+04, 1.941386e+03, 4.700012e+06, 4.456110e-03, 2.156714e-02, 3.652716e-06, 2.149469e-04, 7.228089e-09, 3.048431e-01, 1.088653e-05, 1.941495e-08, 7.355533e-07, 1.406745e-01, 4.397282e-01, 1.531020e-08, 1.456979e-02, 9.643834e-05, 2.187915e-07, 4.604191e-09, 5.824843e-11, 1.547632e-09, 2.749654e-05, 1.721988e-09, 1.549596e-07, 5.038487e-05, 2.720684e-07, 9.321328e-08, 3.447717e-07, 2.959385e-09, 3.148515e-05, 1.242189e-06, 3.649120e-03, 1.907277e-05, 9.221926e-07, 2.943170e-04, 5.425254e-02, 2.564195e-07, 3.609992e-06, 1.321928e-07, 4.202942e-09, 1.045819e-05, 6.889427e-09, 1.545925e-07, 2.667422e-05, 2.952853e-08, 6.072086e-04, 1.841524e-06, 1.292478e-04, 1.230013e-07, 6.357384e-09, 4.369543e-05, 4.119035e-06, 7.126056e-08, 1.573530e-07, 2.423716e-07, 6.726133e-06, 9.284813e-04, 3.728995e-04, 2.476486e-04, 1.450527e-06, 1.581841e-09, 1.462086e-07, 4.947537e-07, 3.266958e-06, 1.720152e-08, 5.484400e-07, 5.357431e-08, 2.876946e-07, 2.743158e-07, 1.698104e-07, 3.942468e-08, 2.085265e-07, 6.288404e-08, 1.135983e-07, 4.380829e-08, 6.944771e-09, 3.301803e-05, 6.830112e-07, 3.959305e-08, 4.608908e-07, 2.280320e-03, 9.387379e-05, 2.107973e-06, 9.205655e-03, 1.405954e-06, 1.156526e-06, 5.246182e-08, 6.089425e-08, 3.908232e-08, 1.677715e-08, 3.750975e-06, 2.100543e-06, 8.867610e-05, 7.456904e-09, 5.381573e-08, 1.666136e-07, 2.225596e-08, 1.682030e-04, 1.113057e-05, 1.366569e-06, 9.182575e-04, 2.258869e-04, 1.600412e-05, 2.013584e-07, 2.996959e-06, 1.278354e-07, 2.584610e-05, 6.414080e-06, 5.911446e-07, 3.333362e-07, 7.013385e-08, 2.294781e-07, 1.197241e-07, 2.209131e-07, 2.045261e-07, 6.831955e-08, 3.989497e-06, 1.190438e-05, 4.080758e-06, 8.588205e-08, 1.383093e-06, 2.452719e-08, 1.268733e-08, 2.249552e-06, 2.162058e-02, 6.295348e+00, 1.405162e+05, 1.418019e+05
1.350202e-01, 7.278556e-05, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.790389e-01, 1.766300e-01, -1.188752e+09, 1.946774e+03, 2.501106e+04, 1.946774e+03, 4.700012e+06, 4.456110e-03, 1.878252e-02, 3.500349e-06, 6.301799e-07, 1.622965e-09, 3.263608e-01, 1.208719e-05, 4.308869e-10, 1.923173e-09, 2.197286e-01, 3.516427e-01, 2.389430e-08, 1.952409e-02, 1.384932e-04, 2.290629e-07, 5.692859e-09, 5.895809e-11, 1.400467e-09, 3.802709e-05, 2.017455e-09, 2.102430e-07, 5.154131e-05, 3.777527e-07, 2.002572e-07, 4.702718e-07, 2.259175e-09, 5.063035e-05, 1.355949e-06, 4.149410e-03, 1.482532e-05, 2.199160e-09, 2.940517e-04, 4.292219e-02, 2.084896e-07, 2.950979e-06, 1.676884e-07, 4.891553e-09, 1.292296e-05, 1.269810e-08, 1.344560e-07, 3.215225e-05, 2.530050e-08, 5.693535e-04, 1.837879e-06, 1.214695e-04, 1.742540e-07, 7.772877e-09, 5.701220e-05, 5.122486e-06, 8.005111e-08, 1.810631e-07, 3.146482e-07, 2.323418e-05, 1.121259e-03, 4.536267e-04, 3.242941e-04, 1.780799e-06, 2.297528e-09, 2.096027e-07, 7.107386e-07, 1.247925e-06, 6.957443e-11, 6.685077e-07, 8.248227e-08, 5.245066e-07, 3.211287e-07, 2.613197e-07, 6.600862e-08, 3.324638e-07, 6.280988e-08, 1.577017e-07, 1.030559e-07, 5.645668e-09, 3.682901e-05, 6.956723e-07, 3.298035e-08, 1.715219e-06, 1.295776e-03, 5.103516e-05, 1.238528e-06, 4.813389e-03, 1.951653e-06, 1.743549e-06, 7.447886e-08, 4.652867e-08, 1.135513e-07, 5.201033e-08, 6.088235e-06, 3.685930e-06, 5.266524e-05, 5.331766e-08, 2.714520e-07, 2.267934e-07, 2.365647e-08, 4.964908e-05, 1.175041e-05, 4.005863e-07, 2.591384e-04, 2.217828e-03, 2.899325e-05, 2.067008e-06, 4.158058e-05, 1.656665e-06, 3.193674e-05, 8.932634e-06, 6.547209e-07, 4.766395e-07, 7.483829e-08, 2.442162e-07, 4.047344e-07, 9.681393e-07, 1.353317e-08, 6.835000e-08, 2.583446e-06, 7.880595e-06, 1.108064e-04, 1.802754e-07, 4.419534e-05, 8.660552e-07, 2.546886e-07, 2.254045e-06, 2.141688e-02, 6.218775e+00, 1.216148e+05, 1.228868e+05
1.351306e-01, 4.620969e-04, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.862195e-01, 1.766302e-01, -1.055647e+09, 1.905549e+03, 2.501106e+04, 1.905549e+03, 4.700012e+06, 4.456110e-03, 2.045326e-02, 2.688676e-06, 1.628378e-07, 9.342009e-10, 3.261906e-01, 7.596705e-06, 2.061856e-10, 4.730456e-10, 3.491875e-01, 2.504502e-01, 2.528784e-08, 2.301565e-02, 1.139851e-04, 7.800260e-08, 2.175437e-09, 6.752145e-12, 2.127128e-10, 2.820649e-05, 1.042313e-09, 1.102867e-07, 2.652893e-05, 4.416543e-07, 1.330246e-07, 5.646557e-07, 1.128879e-09, 5.094397e-05, 7.813073e-07, 2.562729e-03, 6.135371e-06, 4.937308e-10, 2.871544e-04, 1.935352e-02, 5.668006e-08, 1.047574e-06, 1.041231e-07, 2.161653e-09, 6.851666e-06, 1.490001e-08, 4.702678e-08, 1.496252e-05, 8.146527e-09, 2.132861e-04, 4.772865e-07, 4.117674e-05, 1.290248e-07, 4.307981e-09, 3.464203e-05, 2.454707e-06, 3.283593e-08, 7.836264e-08, 1.828056e-07, 9.841321e-06, 5.321321e-04, 2.147351e-04, 1.205963e-04, 7.485961e-07, 5.463178e-10, 5.729460e-08, 1.841452e-07, 6.286795e-07, 6.143783e-12, 4.654597e-07, 3.940628e-08, 2.340657e-07, 1.557043e-07, 1.577142e-07, 3.181558e-08, 1.893045e-07, 2.356554e-08, 8.776582e-08, 6.131522e-08, 1.429471e-09, 1.467597e-05, 2.059884e-07, 8.420449e-09, 9.740292e-07, 3.191525e-04, 8.807338e-06, 2.043250e-07, 8.697183e-04, 3.446125e-07, 2.687850e-07, 1.902047e-08, 1.194732e-08, 2.458559e-08, 1.254476e-08, 2.758769e-06, 1.824428e-06, 8.411629e-06, 2.433202e-08, 1.171181e-07, 9.462189e-08, 6.920052e-09, 5.003837e-06, 2.094521e-06, 2.850023e-08, 1.882156e-05, 1.257609e-03, 8.386012e-06, 7.834915e-07, 2.016281e-05, 6.599976e-07, 1.150669e-05, 2.774119e-06, 8.652800e-07, 1.204813e-07, 2.199714e-08, 7.108868e-08, 1.205676e-07, 2.515968e-07, 3.478162e-09, 6.834437e-08, 3.246386e-07, 7.999637e-07, 3.566419e-05, 7.019460e-08, 1.180182e-05, 2.232293e-07, 5.957550e-07, 2.320284e-06, 2.043743e-02, 6.062762e+00, 6.916671e+04, 6.980136e+04
1.357201e-01, 2.503014e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.895109e-01, 1.766301e-01, -1.332114e+08, 1.840016e+03, 2.501106e+04, 1.840016e+03, 4.700012e+06, 4.456110e-03, 2.586357e-02, 1.852617e-06, 1.211356e-07, 2.851251e-10, 3.044885e-01, 3.387424e-06, 6.928831e-11, 3.272896e-10, 4.207617e-01, 2.209022e-01, 1.637366e-08, 1.788617e-02, 4.851637e-05, 1.073447e-08, 3.330906e-10, 2.358048e-13, 1.046417e-11, 1.058629e-05, 2.389523e-10, 2.594368e-08, 9.024044e-06, 3.999102e-07, 3.605861e-08, 6.183060e-07, 6.074629e-10, 2.157054e-05, 2.638303e-07, 9.571022e-04, 1.209700e-06, 3.951523e-10, 2.705367e-04, 4.075149e-03, 4.931900e-09, 1.473000e-07, 3.547900e-08, 4.793111e-10, 1.952361e-06, 7.780132e-09, 7.357400e-09, 3.440133e-06, 9.650612e-10, 3.399681e-05, 4.003454e-08, 4.924817e-06, 4.061012e-08, 8.308676e-10, 7.157681e-06, 3.207486e-07, 3.562106e-09, 8.924925e-09, 3.517216e-08, 8.477415e-07, 6.532624e-05, 2.597663e-05, 9.047239e-06, 7.458846e-08, 1.837388e-11, 2.437384e-09, 7.151876e-09, 2.751674e-08, 3.711506e-13, 1.161682e-07, 5.020938e-09, 2.759774e-08, 2.344365e-08, 1.762150e-08, 2.327029e-09, 2.096867e-08, 2.238075e-09, 1.078843e-08, 5.883784e-09, 6.938748e-11, 1.263804e-06, 9.649645e-09, 4.057057e-10, 2.502753e-08, 2.037520e-05, 2.959511e-07, 6.356966e-09, 3.047636e-05, 6.719319e-09, 4.980810e-09, 6.263950e-10, 1.066456e-09, 6.409286e-10, 3.212301e-10, 1.764269e-07, 1.127023e-07, 2.206739e-07, 1.415905e-09, 5.715415e-09, 4.929980e-09, 2.568234e-10, 5.220125e-08, 1.709925e-08, 1.413947e-10, 1.079823e-07, 2.978523e-05, 1.298382e-07, 8.867688e-09, 3.132131e-07, 7.284313e-09, 4.627950e-07, 7.266688e-08, 9.019029e-07, 2.169075e-09, 8.245829e-10, 2.651252e-09, 2.472385e-09, 4.241797e-09, 1.315287e-10, 6.832790e-08, 6.907050e-10, 2.513795e-09, 1.253131e-07, 1.408264e-09, 2.869604e-08, -3.391358e-10, 2.205793e-07, 2.358449e-06, 1.951028e-02, 5.993856e+00, 2.957326e+04, 2.988011e+04
1.371962e-01, 7.609438e-03, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.885460e-01, 1.766300e-01, -6.376341e+07, 1.797225e+03, 2.501106e+04, 1.797225e+03, 4.700012e+06, 4.456110e-03, 2.861412e-02, 1.374587e-06, 9.444519e-08, 1.224055e-10, 2.959653e-01, 2.017939e-06, 3.713987e-11, 2.408886e-10, 4.445075e-01, 2.126957e-01, 1.186348e-08, 1.217580e-02, 2.233017e-05, 2.605645e-09, 8.625112e-11, 2.366503e-14, 1.297659e-12, 4.835856e-06, 7.942782e-11, 8.818722e-09, 5.302828e-06, 3.422019e-07, 1.303774e-08, 6.694404e-07, 4.045980e-10, 8.342328e-06, 8.177674e-08, 3.191134e-04, 2.658793e-07, 3.842969e-10, 2.495884e-04, 9.387340e-04, 6.482862e-10, 2.564086e-08, 1.190886e-08, 1.183844e-10, 6.007942e-07, 3.935121e-09, 1.871565e-09, 8.731587e-07, 1.603483e-10, 8.720085e-06, 6.953210e-09, 8.134143e-07, 1.009017e-08, 1.480654e-10, 1.340208e-06, 4.527189e-08, 4.420998e-10, 1.132574e-09, 6.281857e-09, 9.992864e-08, 8.625621e-06, 3.399309e-06, 8.853687e-07, 8.569427e-09, 1.112920e-12, 1.738767e-10, 4.796883e-10, 2.074069e-09, 3.242541e-14, 2.831697e-08, 7.100896e-10, 3.772817e-09, 4.820610e-09, 1.984891e-09, 1.935742e-10, 2.257682e-09, 2.102090e-10, 1.199653e-09, 9.362776e-10, 5.132305e-12, 1.111033e-07, 6.125543e-10, 2.447369e-11, 2.199123e-09, 1.304438e-06, 1.340301e-08, 2.789851e-10, 1.329253e-06, 9.788192e-11, 7.986386e-11, 6.146226e-11, 1.189510e-10, 1.491884e-11, 7.691138e-12, 1.403052e-08, 9.837738e-09, 8.260120e-09, 1.208388e-10, 2.785697e-10, 2.453589e-10, 1.043501e-11, 6.049412e-10, 2.085831e-10, 1.319464e-12, 8.472694e-10, 6.475896e-07, 2.687314e-09, 1.348660e-10, 6.112981e-09, 1.117513e-10, 1.801259e-08, 2.321283e-09, 8.609365e-07, 5.598473e-11, 3.324963e-11, 1.064058e-10, 8.242744e-11, 9.993462e-11, 8.369304e-12, 6.830532e-08, 2.159222e-11, 2.917728e-11, 3.970820e-10, 3.545291e-11, 7.513204e-11, 1.320821e-12, 9.696657e-08, 2.361044e-06, 1.912033e-02, 6.013914e+00, 1.639503e+04, 1.663909e+04
