Solution_No_PSRC1_(), Volume_PSRC1_(m3), Exit_mass_flow_rate_PSRC1_(kg/sec), Volumetric_heat_production_rate_PSRC1_(J/m3-sec), Surface_temperature_PSRC1_(K), Temperature_PSRC1_(K), Mass_PSRC1_(kg), Pressure_PSRC1_(Pa), Mole_fraction_N2_PSRC1_(), Mole_fraction_H2_PSRC1_(), Mole_fraction_H_PSRC1_(), Mole_fraction_O2_PSRC1_(), Mole_fraction_H2O_PSRC1_(), Mole_fraction_OH_PSRC1_(), Mole_fraction_HO2_PSRC1_(), Mole_fraction_CO_PSRC1_(), Mole_fraction_CO2_PSRC1_(), Mole_fraction_CH4_PSRC1_(), Mole_fraction_CH3_PSRC1_(), Mole_fraction_CH3OH_PSRC1_(), Mole_fraction_CH2O_PSRC1_(), Mole_fraction_HCO_PSRC1_(), Mole_fraction_HOCHO_PSRC1_(), Mole_fraction_C2H6_PSRC1_(), Mole_fraction_C2H5_PSRC1_(), Mole_fraction_C2H4_PSRC1_(), Mole_fraction_C2H3_PSRC1_(), Mole_fraction_CHCHO_PSRC1_(), Mole_fraction_C2H2_PSRC1_(), Mole_fraction_CH3CHO_PSRC1_(), Mole_fraction_C2H3OH_PSRC1_(), Mole_fraction_CH2CO_PSRC1_(), Mole_fraction_HCCOH_PSRC1_(), Mole_fraction_C3H6_PSRC1_(), Mole_fraction_CH3CHCO_PSRC1_(), Mole_fraction_C3H4-P_PSRC1_(), Mole_fraction_C3H4-A_PSRC1_(), Mole_fraction_C3H3_PSRC1_(), Mole_fraction_C4H4_PSRC1_(), Mole_fraction_C4H2_PSRC1_(), Mole_fraction_C6H6_PSRC1_(), Molecular_weight_PSRC1_(kg/mole), Mass_density_PSRC1_(kg/m3), Unburned_hydrocarbons_PSRC1_(ppm), Volatile_organic_compounds_PSRC1_(ppm), Residence_time_PSRC1_(sec), Inlet_flow_rate_of_C1_Inlet1_PSRC1_(kg/sec), Inlet_temperature_of_C1_Inlet1_PSRC1_(K), Inlet_mole_fraction_N2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CO2_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_CH4_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C2H6_of_C1_Inlet1_PSRC1_(), Inlet_mole_fraction_C3H8_of_C1_Inlet1_PSRC1_(), Inlet_flow_rate_of_CO2_PSRC1_(kg/sec), Inlet_temperature_of_CO2_PSRC1_(K), Inlet_mole_fraction_CO2_of_CO2_PSRC1_(), Inlet_flow_rate_of_o2+steam_PSRC1_(kg/sec), Inlet_temperature_of_o2+steam_PSRC1_(K), Inlet_mole_fraction_O2_of_o2+steam_PSRC1_(), Inlet_mole_fraction_H2O_of_o2+steam_PSRC1_(), Inlet_flow_rate_of_steam_PSRC1_(kg/sec), Inlet_temperature_of_steam_PSRC1_(K), Inlet_mole_fraction_H2O_of_steam_PSRC1_(), Ambient_temperature_PSRC1_(K), Surface_material_area_fraction_PSRC1_()
1.000000e+00, 1.370000e-02, 1.766300e-01, 3.574329e+07, 1.779791e+03, 1.779793e+03, 8.257110e-02, 4.700000e+06, 3.018588e-03, 2.794696e-01, 2.353529e-05, 2.220969e-05, 3.085220e-01, 1.879665e-06, 5.489160e-08, 3.064678e-01, 9.069794e-02, 1.132970e-02, 1.945660e-05, 2.008562e-06, 2.882783e-06, 2.155229e-07, 2.804977e-07, 3.202747e-06, 2.767487e-08, 1.109248e-04, 8.195330e-08, 4.563100e-06, 2.980158e-04, 1.371729e-07, 1.776185e-07, 2.163616e-06, 1.408620e-07, 2.287392e-07, 1.101222e-08, 1.317006e-06, 5.173131e-07, 1.234517e-07, 9.943615e-08, 9.062551e-08, 1.471471e-08, 1.897640e-02, 6.027087e+00, 1.218119e+04, 1.220102e+04, 4.674806e-01, 4.258000e-02, 3.407000e+02, 1.144736e-02, 1.223925e-02, 9.197081e-01, 5.432985e-02, 2.275438e-03, 5.455000e-02, 3.406500e+02, 1.000000e+00, 6.860000e-02, 5.043500e+02, 9.333199e-01, 6.668015e-02, 1.090000e-02, 6.266000e+02, 1.000000e+00, 2.981500e+02, 1.000000e+00
