Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.350000e-01, 0.000000e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.879135e-01, 1.766300e-01, 3.574329e+07, 1.779793e+03, 0.000000e+00, 1.779793e+03, 4.700000e+06, 3.018588e-03, 2.794696e-01, 2.353529e-05, 2.220969e-05, 3.085220e-01, 1.879665e-06, 5.489160e-08, 3.064678e-01, 9.069794e-02, 1.132970e-02, 1.945660e-05, 2.008562e-06, 2.882783e-06, 2.155229e-07, 2.804977e-07, 3.202747e-06, 2.767487e-08, 1.109248e-04, 8.195330e-08, 4.563100e-06, 2.980158e-04, 1.371729e-07, 1.776185e-07, 2.163616e-06, 1.408620e-07, 2.287392e-07, 1.101222e-08, 1.317006e-06, 5.173131e-07, 1.234517e-07, 9.943615e-08, 9.062551e-08, 1.471471e-08, 1.897640e-02, 6.027087e+00, 1.218119e+04, 1.220102e+04
1.416408e-01, 2.313890e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.863547e-01, 1.766300e-01, -8.851038e+06, 1.750870e+03, 2.501106e+04, 1.750870e+03, 4.700076e+06, 2.985648e-03, 2.914179e-01, 1.822712e-05, 1.537496e-09, 3.007703e-01, 1.271683e-06, 3.659412e-12, 3.101955e-01, 8.838915e-02, 6.117936e-03, 7.827295e-06, 8.205071e-07, 2.270488e-06, 1.832854e-07, 2.946165e-07, 8.175585e-07, 6.307161e-09, 2.773235e-05, 1.513863e-08, 3.702104e-06, 5.931627e-05, 3.843622e-08, 3.698974e-08, 7.182962e-07, 2.285685e-08, 2.784490e-08, 1.350434e-09, 1.308380e-07, 5.101962e-08, 9.838231e-09, 4.768428e-09, 3.411590e-09, 2.593470e-10, 1.876932e-02, 6.059891e+00, 6.302243e+03, 6.314867e+03
1.470000e-01, 4.187515e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.857586e-01, 1.766300e-01, -5.363934e+06, 1.741172e+03, 2.501106e+04, 1.741172e+03, 4.700076e+06, 2.975303e-03, 2.952623e-01, 1.685809e-05, 1.286538e-09, 2.982921e-01, 1.125044e-06, 3.017191e-12, 3.112318e-01, 8.774600e-02, 4.421987e-03, 5.167818e-06, 5.481257e-07, 2.153466e-06, 1.749254e-07, 2.979793e-07, 4.143963e-07, 3.005343e-09, 1.345681e-05, 6.663398e-09, 3.232948e-06, 2.649877e-05, 2.134803e-08, 1.710862e-08, 4.512054e-07, 9.543155e-09, 9.509090e-09, 5.143706e-10, 4.114087e-08, 1.599526e-08, 2.829990e-09, 1.074539e-09, 6.639190e-10, 1.369241e-11, 1.870428e-02, 6.072527e+00, 4.508134e+03, 4.518783e+03
1.590000e-01, 8.392979e-02, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.850130e-01, 1.766300e-01, -2.454186e+06, 1.729992e+03, 2.501106e+04, 1.729992e+03, 4.700076e+06, 2.963934e-03, 2.995357e-01, 1.539488e-05, 9.399095e-10, 2.955433e-01, 9.767533e-07, 2.172637e-12, 3.123048e-01, 8.708491e-02, 2.531325e-03, 2.664954e-06, 2.887124e-07, 2.052978e-06, 1.656388e-07, 3.016754e-07, 1.328659e-07, 8.879635e-10, 4.071956e-06, 1.783055e-09, 2.479043e-06, 7.220538e-06, 8.800867e-09, 4.912242e-09, 2.233705e-07, 2.389841e-09, 1.298805e-09, 1.194289e-10, 5.682950e-09, 2.215309e-09, 3.888066e-10, -4.535455e-11, 4.480699e-11, 1.191157e-11, 1.863281e-02, 6.088418e+00, 2.556877e+03, 2.565129e+03
1.710000e-01, 1.260679e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.845770e-01, 1.766300e-01, -6.249030e+05, 1.724157e+03, 2.501106e+04, 1.724157e+03, 4.700076e+06, 2.958462e-03, 3.016248e-01, 1.466956e-05, 7.225568e-10, 2.941950e-01, 9.071699e-07, 1.661726e-12, 3.127847e-01, 8.679761e-02, 1.613126e-03, 1.609653e-06, 1.781423e-07, 2.014449e-06, 1.608348e-07, 3.035661e-07, 5.329172e-08, 3.478082e-10, 1.604693e-06, 6.764106e-10, 1.949466e-06, 2.751321e-06, 4.737140e-09, 1.963463e-09, 1.333838e-07, 8.908851e-10, 4.162075e-10, 4.314653e-11, 1.634615e-09, 6.338556e-10, 1.044176e-10, 2.015566e-11, 1.180512e-11, 8.776121e-14, 1.859841e-02, 6.097746e+00, 1.623566e+03, 1.630408e+03
1.830000e-01, 1.682597e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.842690e-01, 1.766301e-01, -8.592420e+05, 1.720450e+03, 2.501106e+04, 1.720450e+03, 4.700076e+06, 2.955298e-03, 3.028528e-01, 1.425160e-05, 5.682849e-10, 2.933967e-01, 8.674022e-07, 1.307621e-12, 3.130408e-01, 8.665162e-02, 1.080513e-03, 1.041749e-06, 1.181785e-07, 1.994955e-06, 1.581275e-07, 3.044262e-07, 2.388261e-08, 1.523160e-10, 7.102817e-07, 2.863711e-10, 1.552516e-06, 1.179023e-06, 2.849608e-09, 8.837832e-10, 8.588058e-08, 3.733704e-10, 1.269394e-10, 1.768467e-11, 4.738572e-10, 1.830104e-10, 2.617182e-11, 4.301115e-12, 1.527137e-12, 1.917071e-13, 1.857852e-02, 6.104349e+00, 1.085386e+03, 1.091250e+03
1.950000e-01, 2.104919e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.840297e-01, 1.766301e-01, -4.942387e+05, 1.717861e+03, 2.501106e+04, 1.717861e+03, 4.700076e+06, 2.953336e-03, 3.036310e-01, 1.394960e-05, 4.531923e-10, 2.928855e-01, 8.400177e-07, 1.046023e-12, 3.131827e-01, 8.657766e-02, 7.496177e-04, 7.059847e-07, 8.257952e-08, 1.983970e-06, 1.560512e-07, 3.051635e-07, 1.137057e-08, 7.165035e-11, 3.356116e-07, 1.317639e-10, 1.246564e-06, 5.433732e-07, 1.841521e-09, 4.336692e-10, 5.805606e-08, 1.694179e-10, 3.714974e-11, 7.934730e-12, 1.355900e-10, 5.244616e-11, 7.889049e-12, 5.405342e-13, 2.531374e-13, 3.673161e-14, 1.856619e-02, 6.109490e+00, 7.521061e+02, 7.572514e+02
2.070000e-01, 2.527565e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.838305e-01, 1.766301e-01, -7.630036e+05, 1.715917e+03, 2.501106e+04, 1.715917e+03, 4.700076e+06, 2.952063e-03, 3.041506e-01, 1.375378e-05, 3.650650e-10, 2.925393e-01, 8.218524e-07, 8.475122e-13, 3.132597e-01, 8.654452e-02, 5.347630e-04, 4.946956e-07, 6.007310e-08, 1.977390e-06, 1.548066e-07, 3.054079e-07, 5.920715e-09, 3.689720e-11, 1.741989e-07, 6.717492e-11, 1.006752e-06, 2.784213e-07, 1.255699e-09, 2.363646e-10, 4.071015e-08, 8.628750e-11, 1.394401e-11, 3.998343e-12, 4.518401e-11, 1.743808e-11, 2.971919e-12, 4.482600e-14, 4.524886e-13, 9.688034e-15, 1.855819e-02, 6.113777e+00, 5.361758e+02, 5.407747e+02
2.190000e-01, 2.950487e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.836558e-01, 1.766301e-01, 3.175082e+05, 1.714356e+03, 2.501106e+04, 1.714356e+03, 4.700076e+06, 2.951194e-03, 3.045185e-01, 1.355246e-05, 2.958945e-10, 2.922899e-01, 8.051179e-07, 6.924577e-13, 3.132993e-01, 8.653483e-02, 3.879418e-04, 3.552312e-07, 4.523118e-08, 1.973220e-06, 1.532686e-07, 3.060411e-07, 3.154420e-09, 1.988154e-11, 9.335012e-08, 3.602868e-11, 8.161067e-07, 1.488724e-07, 8.865044e-10, 1.362100e-10, 2.920582e-08, 4.667011e-11, 7.584067e-12, 2.164727e-12, 2.920937e-11, 1.130848e-11, 1.586537e-12, 1.403705e-13, -6.868365e-14, 1.181913e-14, 1.855273e-02, 6.117542e+00, 3.887885e+02, 3.929621e+02
2.310000e-01, 3.373655e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.834978e-01, 1.766301e-01, 3.098705e+05, 1.713050e+03, 2.501106e+04, 1.713050e+03, 4.700076e+06, 2.950588e-03, 3.047871e-01, 1.341030e-05, 2.410876e-10, 2.921040e-01, 7.928919e-07, 5.699548e-13, 3.133150e-01, 8.654005e-02, 2.854691e-04, 2.585727e-07, 3.490264e-08, 1.970466e-06, 1.522685e-07, 3.063069e-07, 1.715469e-09, 1.085759e-11, 5.091367e-08, 1.951895e-11, 6.634262e-07, 8.035871e-08, 6.379122e-10, 8.096053e-11, 2.128010e-08, 2.524513e-11, 3.187243e-12, 1.159735e-12, 1.111766e-11, 4.291386e-12, 6.728705e-13, 8.499294e-14, 2.877158e-14, 6.376244e-15, 1.854891e-02, 6.120948e+00, 2.859941e+02, 2.898320e+02
2.430000e-01, 3.797051e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.833494e-01, 1.766301e-01, -1.159398e+06, 1.711907e+03, 2.501106e+04, 1.711907e+03, 4.700076e+06, 2.950165e-03, 3.049870e-01, 1.334169e-05, 1.974597e-10, 2.919617e-01, 7.855954e-07, 4.715723e-13, 3.133132e-01, 8.655641e-02, 2.140479e-04, 1.898535e-07, 2.748839e-08, 1.968642e-06, 1.520299e-07, 3.059195e-07, 9.446961e-10, 5.747873e-12, 2.831103e-08, 1.013845e-11, 5.406568e-07, 4.361499e-08, 4.639462e-10, 4.846593e-11, 1.575507e-08, 1.362201e-11, -3.326904e-14, 6.173167e-13, 3.670003e-13, 1.609806e-13, 6.379492e-14, -9.365372e-14, 3.051429e-14, -8.430984e-15, 1.854626e-02, 6.124155e+00, 2.143839e+02, 2.179548e+02
2.550000e-01, 4.220662e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.832068e-01, 1.766301e-01, -8.513385e+05, 1.710874e+03, 2.501106e+04, 1.710874e+03, 4.700076e+06, 2.949870e-03, 3.051399e-01, 1.321695e-05, 1.623886e-10, 2.918492e-01, 7.755908e-07, 3.931663e-13, 3.132991e-01, 8.658077e-02, 1.640409e-04, 1.444245e-07, 2.263939e-08, 1.967543e-06, 1.510712e-07, 3.062353e-07, 5.703122e-10, 3.628519e-12, 1.762556e-08, 6.586046e-12, 4.415937e-07, 2.800041e-08, 3.525910e-10, 3.345362e-11, 1.201536e-08, 9.071671e-12, 1.370589e-12, 3.950091e-13, 5.047045e-12, 1.914063e-12, 1.091845e-14, 4.714996e-14, -2.299312e-14, -4.411131e-15, 1.854440e-02, 6.127238e+00, 1.642781e+02, 1.676365e+02
2.670000e-01, 4.644480e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.830710e-01, 1.766301e-01, 2.146358e+05, 1.709930e+03, 2.501106e+04, 1.709930e+03, 4.700076e+06, 2.949656e-03, 3.052615e-01, 1.307394e-05, 1.339610e-10, 2.917569e-01, 7.649254e-07, 3.307831e-13, 3.132779e-01, 8.660932e-02, 1.278579e-04, 1.129117e-07, 1.931079e-08, 1.966861e-06, 1.498434e-07, 3.068586e-07, 3.500641e-10, 2.277362e-12, 1.061456e-08, 4.012196e-12, 3.612390e-07, 1.637076e-08, 2.760518e-10, 2.308685e-11, 9.356820e-09, 5.324960e-12, 3.847216e-13, 2.381206e-13, 1.257401e-12, 4.844148e-13, 8.620505e-14, 2.196012e-14, -3.874370e-15, 1.359804e-15, 1.854305e-02, 6.130179e+00, 1.280258e+02, 1.312133e+02
2.790000e-01, 5.068501e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.829390e-01, 1.766301e-01, -7.892291e+04, 1.709046e+03, 2.501106e+04, 1.709046e+03, 4.700076e+06, 2.949507e-03, 3.053584e-01, 1.298771e-05, 1.111973e-10, 2.916803e-01, 7.577497e-07, 2.796621e-13, 3.132507e-01, 8.664167e-02, 1.027467e-04, 8.962104e-08, 1.681007e-08, 1.966452e-06, 1.492457e-07, 3.069149e-07, 2.299307e-10, 1.505936e-12, 7.212765e-09, 2.648351e-12, 2.964089e-07, 1.104862e-08, 2.195090e-10, 1.693149e-11, 7.474831e-09, 3.617276e-12, 1.108701e-13, 1.589499e-13, 3.064233e-13, 1.181106e-13, 2.284301e-14, 2.550362e-15, 2.083366e-15, 5.342478e-16, 1.854212e-02, 6.133039e+00, 1.028736e+02, 1.059240e+02
2.910000e-01, 5.492719e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.828092e-01, 1.766301e-01, -7.766585e+05, 1.708202e+03, 2.501106e+04, 1.708202e+03, 4.700076e+06, 2.949404e-03, 3.054385e-01, 1.290235e-05, 9.285571e-11, 2.916144e-01, 7.507784e-07, 2.380917e-13, 3.132191e-01, 8.667685e-02, 8.529772e-05, 7.360252e-08, 1.508422e-08, 1.966262e-06, 1.486394e-07, 3.070282e-07, 1.966325e-10, 1.217759e-12, 6.154987e-09, 2.157775e-12, 2.440370e-07, 9.696484e-09, 1.809784e-10, 1.402724e-11, 6.187376e-09, 3.238565e-12, 5.421353e-13, 1.417648e-13, 1.879906e-12, 7.231596e-13, 9.501778e-14, 3.438508e-14, 3.616902e-15, 2.076709e-15, 1.854147e-02, 6.135854e+00, 8.540366e+01, 8.834430e+01
3.030000e-01, 5.917131e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.826806e-01, 1.766301e-01, -1.193797e+06, 1.707382e+03, 2.501106e+04, 1.707382e+03, 4.700076e+06, 2.949329e-03, 3.055082e-01, 1.281333e-05, 7.791760e-11, 2.915550e-01, 7.437276e-07, 2.042800e-13, 3.131847e-01, 8.671388e-02, 7.261752e-05, 6.212153e-08, 1.385839e-08, 1.966212e-06, 1.479721e-07, 3.071964e-07, 1.779469e-10, 1.042986e-12, 5.470371e-09, 1.858011e-12, 2.013097e-07, 8.840529e-09, 1.533955e-10, 1.207858e-11, 5.257933e-09, 3.007489e-12, 9.188835e-13, 1.317795e-13, 3.214990e-12, 1.235038e-12, 1.529274e-13, 6.371448e-14, 1.175861e-15, 3.221656e-15, 1.854100e-02, 6.138646e+00, 7.270884e+01, 7.556031e+01
3.150000e-01, 6.341735e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.825532e-01, 1.766301e-01, 3.715746e+05, 1.706579e+03, 2.501106e+04, 1.706579e+03, 4.700076e+06, 2.949272e-03, 3.055712e-01, 1.270954e-05, 6.564599e-11, 2.914999e-01, 7.360290e-07, 1.778255e-13, 3.131487e-01, 8.675190e-02, 6.290604e-05, 5.369309e-08, 1.301624e-08, 1.966269e-06, 1.470983e-07, 3.074570e-07, 9.385732e-11, 6.852173e-13, 3.177478e-09, 1.184972e-12, 1.661500e-07, 4.570758e-09, 1.331982e-10, 9.060751e-12, 4.529649e-09, 1.461346e-12, -3.428914e-13, 6.277145e-14, -1.480350e-12, -5.723333e-13, -7.703918e-14, -2.876167e-14, 2.503504e-15, -5.600095e-16, 1.854064e-02, 6.141413e+00, 6.297560e+01, 6.575383e+01
3.270000e-01, 6.766527e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.824286e-01, 1.766301e-01, 6.508609e+05, 1.705802e+03, 2.501106e+04, 1.705802e+03, 4.700076e+06, 2.949228e-03, 3.056285e-01, 1.261621e-05, 5.548421e-11, 2.914486e-01, 7.289583e-07, 1.553067e-13, 3.131120e-01, 8.679011e-02, 5.551071e-05, 4.731791e-08, 1.235229e-08, 1.966372e-06, 1.463441e-07, 3.077164e-07, 7.012070e-11, 4.980904e-13, 2.410310e-09, 9.372059e-13, 1.372363e-07, 3.898356e-09, 1.178262e-10, 7.596949e-12, 3.998893e-09, 1.402587e-12, -5.396991e-14, 5.495468e-14, 1.483099e-13, 6.641628e-14, 3.598496e-14, -1.132338e-14, 7.335398e-16, -1.071050e-15, 1.854036e-02, 6.144121e+00, 5.557095e+01, 5.828918e+01
3.390000e-01, 7.191507e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.823051e-01, 1.766301e-01, 2.055341e+05, 1.705037e+03, 2.501106e+04, 1.705037e+03, 4.700076e+06, 2.949194e-03, 3.056818e-01, 1.253131e-05, 4.713685e-11, 2.914000e-01, 7.223949e-07, 1.361865e-13, 3.130745e-01, 8.682879e-02, 4.984770e-05, 4.218173e-08, 1.181322e-08, 1.966506e-06, 1.456870e-07, 3.079072e-07, 7.011799e-11, 4.356803e-13, 2.263495e-09, 8.331156e-13, 1.134024e-07, 3.848088e-09, 1.055357e-10, 6.849649e-12, 3.586460e-09, 1.426722e-12, 3.424483e-13, 5.717518e-14, 1.549450e-12, 6.035512e-13, 9.773427e-14, 1.880569e-14, -1.041071e-15, -5.675098e-17, 1.854015e-02, 6.146809e+00, 4.990240e+01, 5.257122e+01
3.510000e-01, 7.616672e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.821809e-01, 1.766301e-01, -2.430326e+05, 1.704272e+03, 2.501106e+04, 1.704272e+03, 4.700076e+06, 2.949170e-03, 3.057322e-01, 1.245053e-05, 4.029846e-11, 2.913530e-01, 7.161043e-07, 1.201307e-13, 3.130358e-01, 8.686838e-02, 4.564478e-05, 3.793743e-08, 1.139213e-08, 1.966672e-06, 1.450745e-07, 3.080021e-07, 6.070062e-11, 4.428681e-13, 1.935586e-09, 6.532785e-13, 9.355111e-08, 2.111409e-09, 9.564926e-11, 6.118287e-12, 3.248063e-09, 4.946667e-13, -3.232907e-13, 2.913363e-14, -2.255562e-12, -8.909390e-13, -1.744263e-13, -2.003853e-14, -2.062364e-16, 4.274172e-16, 1.854000e-02, 6.149516e+00, 4.569106e+01, 4.831869e+01
3.630000e-01, 8.042024e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.820572e-01, 1.766301e-01, -3.107324e+05, 1.703514e+03, 2.501106e+04, 1.703514e+03, 4.700076e+06, 2.949150e-03, 3.057809e-01, 1.236498e-05, 3.431285e-11, 2.913071e-01, 7.096043e-07, 1.064515e-13, 3.129967e-01, 8.690823e-02, 4.224514e-05, 3.478675e-08, 1.108113e-08, 1.966871e-06, 1.443951e-07, 3.081935e-07, 5.104738e-11, 3.811110e-13, 1.621550e-09, 5.296358e-13, 7.643396e-08, 1.559683e-09, 8.821735e-11, 5.470687e-12, 2.992346e-09, 3.019347e-13, -3.632967e-13, 2.133254e-14, -2.446585e-12, -9.656827e-13, -1.877069e-13, -2.161278e-14, -1.286357e-16, 4.962627e-16, 1.853987e-02, 6.152211e+00, 4.228651e+01, 4.487876e+01
3.750000e-01, 8.467563e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.819339e-01, 1.766301e-01, -1.517298e+05, 1.702761e+03, 2.501106e+04, 1.702761e+03, 4.700076e+06, 2.949135e-03, 3.058275e-01, 1.227730e-05, 2.933646e-11, 2.912626e-01, 7.030372e-07, 9.526753e-14, 3.129570e-01, 8.694851e-02, 3.978949e-05, 3.264616e-08, 1.087739e-08, 1.967101e-06, 1.436821e-07, 3.084307e-07, 4.039477e-11, 2.897241e-13, 1.310274e-09, 4.373859e-13, 6.234250e-08, 1.546515e-09, 8.314724e-11, 4.918674e-12, 2.815616e-09, 4.502229e-13, -1.654172e-13, 2.239364e-14, -1.112409e-12, -4.390244e-13, -8.533351e-14, -9.874128e-15, -2.425497e-17, 2.403244e-16, 1.853978e-02, 6.154902e+00, 3.982803e+01, 4.239127e+01
3.870000e-01, 8.893286e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.818109e-01, 1.766301e-01, 1.722347e+04, 1.702012e+03, 2.501106e+04, 1.702012e+03, 4.700076e+06, 2.949125e-03, 3.058727e-01, 1.219049e-05, 2.518237e-11, 2.912189e-01, 6.965573e-07, 8.590670e-14, 3.129168e-01, 8.698903e-02, 3.800249e-05, 3.108239e-08, 1.073669e-08, 1.967348e-06, 1.429737e-07, 3.086686e-07, 3.210400e-11, 2.150025e-13, 1.073054e-09, 3.730340e-13, 5.062631e-08, 1.639980e-09, 7.952306e-11, 4.506871e-12, 2.686818e-09, 6.277212e-13, 3.464414e-14, 2.492748e-14, 2.106226e-13, 8.230440e-14, 1.344080e-14, 1.765717e-15, 3.020020e-17, -2.425634e-17, 1.853971e-02, 6.157589e+00, 3.803916e+01, 4.057832e+01
3.990000e-01, 9.319196e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.816882e-01, 1.766301e-01, 6.182818e+04, 1.701266e+03, 2.501106e+04, 1.701266e+03, 4.700076e+06, 2.949117e-03, 3.059168e-01, 1.210669e-05, 2.171752e-11, 2.911759e-01, 6.902745e-07, 7.789047e-14, 3.128764e-01, 8.702972e-02, 3.668817e-05, 2.978701e-08, 1.062754e-08, 1.967603e-06, 1.422971e-07, 3.088748e-07, 2.856785e-11, 1.899026e-13, 9.606429e-10, 3.340928e-13, 4.082240e-08, 1.532604e-09, 7.669281e-11, 4.267041e-12, 2.583847e-09, 6.124614e-13, 6.909716e-14, 2.367375e-14, 4.288345e-13, 1.663893e-13, 2.372339e-14, 3.759374e-15, -1.987491e-17, -7.242783e-17, 1.853967e-02, 6.160272e+00, 3.672309e+01, 3.924208e+01
4.110000e-01, 9.745291e-01, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.815657e-01, 1.766301e-01, 1.237574e+05, 1.700524e+03, 2.501106e+04, 1.700524e+03, 4.700076e+06, 2.949113e-03, 3.059595e-01, 1.202408e-05, 1.905471e-11, 2.911338e-01, 6.840956e-07, 7.162455e-14, 3.128357e-01, 8.707064e-02, 3.601270e-05, 2.902156e-08, 1.057663e-08, 1.967873e-06, 1.416293e-07, 3.090768e-07, 2.775706e-11, 1.864753e-13, 9.299969e-10, 3.226708e-13, 3.332330e-08, 1.485136e-09, 7.520938e-11, 4.172242e-12, 2.525448e-09, 5.926825e-13, 8.023614e-14, 2.309341e-14, 4.697176e-13, 1.795149e-13, 1.750742e-14, 4.203495e-15, -1.281723e-16, -9.504472e-17, 1.853964e-02, 6.162951e+00, 3.604668e+01, 3.855030e+01
4.230000e-01, 1.017157e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.814432e-01, 1.766301e-01, 1.516508e+05, 1.699782e+03, 2.501106e+04, 1.699782e+03, 4.700076e+06, 2.949110e-03, 3.060022e-01, 1.194180e-05, 1.662131e-11, 2.910917e-01, 6.779551e-07, 6.586417e-14, 3.127948e-01, 8.711168e-02, 3.540006e-05, 2.831673e-08, 1.053246e-08, 1.968146e-06, 1.409625e-07, 3.092788e-07, 2.685270e-11, 1.807882e-13, 8.947548e-10, 3.089046e-13, 2.648373e-08, 1.427549e-09, 7.385364e-11, 4.075651e-12, 2.471692e-09, 5.707637e-13, 8.594347e-14, 2.236394e-14, 4.896455e-13, 1.857180e-13, 1.387257e-14, 4.427478e-15, -1.893616e-16, -1.075094e-16, 1.853962e-02, 6.165634e+00, 3.543315e+01, 3.792272e+01
4.350000e-01, 1.059804e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.813206e-01, 1.766301e-01, 1.431463e+05, 1.699039e+03, 2.501106e+04, 1.699039e+03, 4.700076e+06, 2.949106e-03, 3.060449e-01, 1.185979e-05, 1.437874e-11, 2.910495e-01, 6.718488e-07, 6.052548e-14, 3.127538e-01, 8.715281e-02, 3.481145e-05, 2.764088e-08, 1.049155e-08, 1.968420e-06, 1.402964e-07, 3.094812e-07, 2.566489e-11, 1.712291e-13, 8.490988e-10, 2.907825e-13, 2.019285e-08, 1.355127e-09, 7.254349e-11, 3.967376e-12, 2.419889e-09, 5.468653e-13, 8.742382e-14, 2.142993e-14, 4.991523e-13, 1.893125e-13, 1.410414e-14, 4.520879e-15, -1.963475e-16, -1.108595e-16, 1.853960e-02, 6.168322e+00, 3.484362e+01, 3.732026e+01
4.470000e-01, 1.102469e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.811979e-01, 1.766301e-01, 1.192406e+05, 1.698297e+03, 2.501106e+04, 1.698297e+03, 4.700076e+06, 2.949104e-03, 3.060873e-01, 1.177829e-05, 1.248776e-11, 2.910076e-01, 6.657948e-07, 5.595794e-14, 3.127126e-01, 8.719409e-02, 3.440859e-05, 2.712580e-08, 1.046837e-08, 1.968699e-06, 1.396329e-07, 3.096826e-07, 2.498504e-11, 1.645171e-13, 8.172749e-10, 2.766887e-13, 1.491256e-08, 1.287530e-09, 7.162117e-11, 3.888639e-12, 2.381249e-09, 5.203193e-13, 7.965672e-14, 2.052230e-14, 4.543362e-13, 1.723201e-13, 1.284546e-14, 4.110468e-15, -1.787019e-16, -1.007709e-16, 1.853958e-02, 6.171012e+00, 3.444003e+01, 3.690581e+01
4.590000e-01, 1.145153e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.810753e-01, 1.766301e-01, 8.408540e+04, 1.697556e+03, 2.501106e+04, 1.697556e+03, 4.700076e+06, 2.949103e-03, 3.061293e-01, 1.169731e-05, 1.094837e-11, 2.909658e-01, 6.597933e-07, 5.216153e-14, 3.126713e-01, 8.723550e-02, 3.419147e-05, 2.677146e-08, 1.046291e-08, 1.968984e-06, 1.389722e-07, 3.098831e-07, 2.481315e-11, 1.606521e-13, 7.992831e-10, 2.666231e-13, 1.064285e-08, 1.224757e-09, 7.108670e-11, 3.839439e-12, 2.355773e-09, 4.911256e-13, 6.264218e-14, 1.964106e-14, 3.551972e-13, 1.347407e-13, 1.009654e-14, 3.196247e-15, -1.364249e-16, -7.724350e-17, 1.853958e-02, 6.173705e+00, 3.422239e+01, 3.667939e+01
