Distance_PFRC2_(m), Plug_flow_residence_time_PFRC2_(sec), Internal_surface_area_per_unit_distance_PFRC2_(m), Cross-section_area_PFRC2_(m2), External_surface_area_per_unit_distance_PFRC2_(m), Velocity_PFRC2_(m/sec), Exit_mass_flow_rate_PFRC2_(kg/sec), Volumetric_heat_production_rate_PFRC2_(J/m3-sec), Surface_temperature_PFRC2_(K), Heat_loss_rate_PFRC2_(J/m-sec), Temperature_PFRC2_(K), Pressure_PFRC2_(Pa), Mole_fraction_N2_PFRC2_(), Mole_fraction_H2_PFRC2_(), Mole_fraction_H_PFRC2_(), Mole_fraction_O2_PFRC2_(), Mole_fraction_H2O_PFRC2_(), Mole_fraction_OH_PFRC2_(), Mole_fraction_HO2_PFRC2_(), Mole_fraction_CO_PFRC2_(), Mole_fraction_CO2_PFRC2_(), Mole_fraction_CH4_PFRC2_(), Mole_fraction_CH3_PFRC2_(), Mole_fraction_CH3OH_PFRC2_(), Mole_fraction_CH2O_PFRC2_(), Mole_fraction_HCO_PFRC2_(), Mole_fraction_HOCHO_PFRC2_(), Mole_fraction_C2H6_PFRC2_(), Mole_fraction_C2H5_PFRC2_(), Mole_fraction_C2H4_PFRC2_(), Mole_fraction_C2H3_PFRC2_(), Mole_fraction_CHCHO_PFRC2_(), Mole_fraction_C2H2_PFRC2_(), Mole_fraction_CH3CHO_PFRC2_(), Mole_fraction_C2H3OH_PFRC2_(), Mole_fraction_CH2CO_PFRC2_(), Mole_fraction_HCCOH_PFRC2_(), Mole_fraction_C3H6_PFRC2_(), Mole_fraction_CH3CHCO_PFRC2_(), Mole_fraction_C3H4-P_PFRC2_(), Mole_fraction_C3H4-A_PFRC2_(), Mole_fraction_C3H3_PFRC2_(), Mole_fraction_C4H4_PFRC2_(), Mole_fraction_C4H2_PFRC2_(), Mole_fraction_C6H6_PFRC2_(), Molecular_weight_PFRC2_(kg/mole), Mass_density_PFRC2_(kg/m3), Unburned_hydrocarbons_PFRC2_(ppm), Volatile_organic_compounds_PFRC2_(ppm)
1.071000e+00, 3.346695e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.750520e-01, 1.766309e-01, 1.765072e+06, 1.661232e+03, 2.501106e+04, 1.661232e+03, 4.700076e+06, 2.949199e-03, 3.082069e-01, 8.280415e-06, 3.347863e-12, 2.888787e-01, 4.194315e-07, 1.973612e-14, 3.105540e-01, 8.935050e-02, 4.957902e-05, 2.734246e-08, 1.240280e-08, 1.984008e-06, 1.095379e-07, 3.201104e-07, 4.762168e-11, 2.144390e-13, 1.172842e-09, 2.603319e-13, 3.446862e-10, 1.223964e-09, 9.867132e-11, 4.920432e-12, 2.676903e-09, 3.906373e-13, 2.510912e-15, 2.654935e-14, 9.534088e-16, 8.719388e-16, 9.465585e-16, -2.040784e-16, 1.844076e-17, 1.165984e-17, 1.854018e-02, 6.308902e+00, 4.961125e+01, 5.204548e+01
1.083000e+00, 3.390331e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.749476e-01, 1.766309e-01, 1.983055e+06, 1.660603e+03, 2.501106e+04, 1.660603e+03, 4.700076e+06, 2.949201e-03, 3.082441e-01, 8.230327e-06, 3.314667e-12, 2.888413e-01, 4.161112e-07, 1.949605e-14, 3.105159e-01, 8.938847e-02, 4.988454e-05, 2.734238e-08, 1.243911e-08, 1.984280e-06, 1.090804e-07, 3.202907e-07, 4.809783e-11, 2.155105e-13, 1.180309e-09, 2.605665e-13, 3.738803e-10, 1.226500e-09, 9.920399e-11, 4.940717e-12, 2.681829e-09, 3.903466e-13, 2.040958e-15, 2.672453e-14, -1.962475e-16, 5.076957e-16, 9.896353e-16, -2.246339e-16, 2.059013e-17, 1.464756e-17, 1.854019e-02, 6.311297e+00, 4.991679e+01, 5.235111e+01
1.095000e+00, 3.433984e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.748402e-01, 1.766310e-01, 2.074507e+06, 1.659955e+03, 2.501106e+04, 1.659955e+03, 4.700076e+06, 2.949203e-03, 3.082823e-01, 8.178710e-06, 3.280393e-12, 2.888029e-01, 4.126945e-07, 1.925082e-14, 3.104769e-01, 8.942748e-02, 5.019364e-05, 2.733870e-08, 1.247602e-08, 1.984557e-06, 1.086080e-07, 3.204784e-07, 4.859385e-11, 2.165667e-13, 1.187964e-09, 2.606236e-13, 3.920082e-10, 1.228639e-09, 9.974123e-11, 4.960912e-12, 2.686641e-09, 3.898183e-13, 1.995715e-15, 2.690520e-14, -7.890965e-17, 5.773959e-16, 1.007289e-15, -2.282421e-16, 2.119490e-17, 1.613723e-17, 1.854020e-02, 6.313763e+00, 5.022591e+01, 5.266030e+01
1.107000e+00, 3.477658e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.747251e-01, 1.766311e-01, 1.773741e+06, 1.659261e+03, 2.501106e+04, 1.659261e+03, 4.700076e+06, 2.949205e-03, 3.083232e-01, 8.122683e-06, 3.246544e-12, 2.887618e-01, 4.089856e-07, 1.899173e-14, 3.104352e-01, 8.946913e-02, 5.051290e-05, 2.732759e-08, 1.251452e-08, 1.984845e-06, 1.080944e-07, 3.206849e-07, 4.913543e-11, 2.175900e-13, 1.196082e-09, 2.602613e-13, 4.023787e-10, 1.229805e-09, 1.002933e-10, 4.981087e-12, 2.691318e-09, 3.886934e-13, 2.909122e-15, 2.709843e-14, 2.811473e-15, 1.590959e-15, 9.656073e-16, -1.939460e-16, 1.831166e-17, 1.407398e-17, 1.854022e-02, 6.316408e+00, 5.054518e+01, 5.297960e+01
1.119000e+00, 3.521349e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.746089e-01, 1.766311e-01, 1.393646e+06, 1.658561e+03, 2.501106e+04, 1.658561e+03, 4.700076e+06, 2.949207e-03, 3.083645e-01, 8.066232e-06, 3.211041e-12, 2.887203e-01, 4.052553e-07, 1.873082e-14, 3.103931e-01, 8.951119e-02, 5.083321e-05, 2.731435e-08, 1.255323e-08, 1.985134e-06, 1.075759e-07, 3.208946e-07, 4.968705e-11, 2.186048e-13, 1.204283e-09, 2.598142e-13, 4.004150e-10, 1.230795e-09, 1.008460e-10, 5.001146e-12, 2.695889e-09, 3.874686e-13, 4.042619e-15, 2.729444e-14, 6.391687e-15, 2.843049e-15, 9.114987e-16, -1.507337e-16, 1.462861e-17, 1.130017e-17, 1.854023e-02, 6.319081e+00, 5.086549e+01, 5.329993e+01
1.131000e+00, 3.565058e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.744915e-01, 1.766312e-01, 9.285842e+05, 1.657853e+03, 2.501106e+04, 1.657853e+03, 4.700076e+06, 2.949209e-03, 3.084062e-01, 8.009357e-06, 3.173886e-12, 2.886784e-01, 4.015036e-07, 1.846807e-14, 3.103505e-01, 8.955367e-02, 5.115457e-05, 2.729899e-08, 1.259216e-08, 1.985424e-06, 1.070525e-07, 3.211075e-07, 5.024871e-11, 2.196113e-13, 1.212567e-09, 2.592824e-13, 3.861170e-10, 1.231608e-09, 1.013994e-10, 5.021089e-12, 2.700355e-09, 3.861439e-13, 5.396206e-15, 2.749322e-14, 1.066173e-14, 4.333667e-15, 8.449631e-16, -9.860546e-17, 1.014572e-17, 7.815810e-18, 1.854024e-02, 6.321783e+00, 5.118686e+01, 5.362129e+01
1.143000e+00, 3.608785e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.743730e-01, 1.766312e-01, 3.728787e+05, 1.657138e+03, 2.501106e+04, 1.657138e+03, 4.700076e+06, 2.949211e-03, 3.084483e-01, 7.952057e-06, 3.135078e-12, 2.886361e-01, 3.977304e-07, 1.820349e-14, 3.103076e-01, 8.959657e-02, 5.147697e-05, 2.728151e-08, 1.263129e-08, 1.985716e-06, 1.065241e-07, 3.213236e-07, 5.082040e-11, 2.206094e-13, 1.220935e-09, 2.586659e-13, 3.594848e-10, 1.232244e-09, 1.019534e-10, 5.040915e-12, 2.704714e-09, 3.847191e-13, 6.969882e-15, 2.769477e-14, 1.562161e-14, 6.062813e-15, 7.660005e-16, -3.756108e-17, 4.863020e-18, 3.620887e-18, 1.854025e-02, 6.324513e+00, 5.150926e+01, 5.394366e+01
1.155000e+00, 3.652531e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.742536e-01, 1.766312e-01, -7.988976e+04, 1.656418e+03, 2.501106e+04, 1.656418e+03, 4.700076e+06, 2.949213e-03, 3.084908e-01, 7.894926e-06, 3.092784e-12, 2.885933e-01, 3.939783e-07, 1.793114e-14, 3.102642e-01, 8.963993e-02, 5.180334e-05, 2.726233e-08, 1.267084e-08, 1.986013e-06, 1.059960e-07, 3.215405e-07, 5.139131e-11, 2.215745e-13, 1.229108e-09, 2.580390e-13, 3.310650e-10, 1.232631e-09, 1.025124e-10, 5.060603e-12, 2.708952e-09, 3.832506e-13, 8.305300e-15, 2.789109e-14, 1.978145e-14, 7.512201e-15, 6.996483e-16, 1.361009e-17, 4.189999e-19, 2.725388e-21, 1.854027e-02, 6.327268e+00, 5.183563e+01, 5.426999e+01
1.167000e+00, 3.696298e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.741334e-01, 1.766313e-01, -1.893671e+05, 1.655693e+03, 2.501106e+04, 1.655693e+03, 4.700076e+06, 2.949215e-03, 3.085339e-01, 7.838678e-06, 3.044791e-12, 2.885501e-01, 3.902984e-07, 1.764387e-14, 3.102203e-01, 8.968379e-02, 5.213718e-05, 2.724200e-08, 1.271104e-08, 1.986319e-06, 1.054745e-07, 3.217551e-07, 5.194838e-11, 2.224770e-13, 1.236750e-09, 2.574917e-13, 3.135920e-10, 1.232679e-09, 1.030817e-10, 5.080126e-12, 2.713050e-09, 3.818061e-13, 8.849039e-15, 2.807248e-14, 2.134232e-14, 8.056040e-15, 6.761375e-16, 3.222142e-17, -1.207966e-18, -1.484339e-18, 1.854028e-02, 6.330042e+00, 5.216947e+01, 5.460383e+01
1.179000e+00, 3.740084e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.740122e-01, 1.766313e-01, -2.059497e+05, 1.654962e+03, 2.501106e+04, 1.654962e+03, 4.700076e+06, 2.949217e-03, 3.085774e-01, 7.782571e-06, 2.993399e-12, 2.885063e-01, 3.866375e-07, 1.734911e-14, 3.101759e-01, 8.972810e-02, 5.247485e-05, 2.721995e-08, 1.275163e-08, 1.986629e-06, 1.049530e-07, 3.219705e-07, 5.250517e-11, 2.233478e-13, 1.244210e-09, 2.569304e-13, 2.938336e-10, 1.232480e-09, 1.036558e-10, 5.099511e-12, 2.717027e-09, 3.803151e-13, 9.176148e-15, 2.824902e-14, 2.217345e-14, 8.344578e-15, 6.640557e-16, 4.184619e-17, -2.073568e-18, -2.455390e-18, 1.854029e-02, 6.332841e+00, 5.250713e+01, 5.494149e+01
1.191000e+00, 3.783888e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.738901e-01, 1.766313e-01, -1.316004e+05, 1.654226e+03, 2.501106e+04, 1.654226e+03, 4.700076e+06, 2.949219e-03, 3.086213e-01, 7.726604e-06, 2.938608e-12, 2.884622e-01, 3.829956e-07, 1.704686e-14, 3.101311e-01, 8.977287e-02, 5.281633e-05, 2.719620e-08, 1.279262e-08, 1.986944e-06, 1.044316e-07, 3.221867e-07, 5.306169e-11, 2.241868e-13, 1.251489e-09, 2.563554e-13, 2.717900e-10, 1.232035e-09, 1.042347e-10, 5.118759e-12, 2.720884e-09, 3.787777e-13, 9.286627e-15, 2.842070e-14, 2.227483e-14, 8.377814e-15, 6.634029e-16, 4.248439e-17, -2.177804e-18, -2.910428e-18, 1.854031e-02, 6.335665e+00, 5.284860e+01, 5.528298e+01
1.203000e+00, 3.827712e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.737670e-01, 1.766314e-01, 3.173490e+04, 1.653484e+03, 2.501106e+04, 1.653484e+03, 4.700076e+06, 2.949221e-03, 3.086656e-01, 7.670778e-06, 2.880417e-12, 2.884176e-01, 3.793728e-07, 1.673713e-14, 3.100858e-01, 8.981809e-02, 5.316164e-05, 2.717074e-08, 1.283402e-08, 1.987264e-06, 1.039102e-07, 3.224038e-07, 5.361793e-11, 2.249941e-13, 1.258586e-09, 2.557664e-13, 2.474611e-10, 1.231344e-09, 1.048184e-10, 5.137870e-12, 2.724620e-09, 3.771938e-13, 9.180476e-15, 2.858751e-14, 2.164647e-14, 8.155748e-15, 6.741791e-16, 3.413598e-17, -1.520672e-18, -2.849451e-18, 1.854032e-02, 6.338514e+00, 5.319390e+01, 5.562828e+01
1.215000e+00, 3.871609e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.736437e-01, 1.766316e-01, 4.443852e+05, 1.652740e+03, 2.501106e+04, 1.652740e+03, 4.700076e+06, 2.949223e-03, 3.087102e-01, 7.615669e-06, 2.824482e-12, 2.883728e-01, 3.758124e-07, 1.643851e-14, 3.100403e-01, 8.986356e-02, 5.351864e-05, 2.714793e-08, 1.287631e-08, 1.987588e-06, 1.033933e-07, 3.226207e-07, 5.419956e-11, 2.258569e-13, 1.266027e-09, 2.552263e-13, 2.264872e-10, 1.230877e-09, 1.054233e-10, 5.157859e-12, 2.728631e-09, 3.756851e-13, 9.030324e-15, 2.876248e-14, 2.092055e-14, 7.902633e-15, 6.867092e-16, 2.411348e-17, -6.750992e-19, -2.415367e-18, 1.854033e-02, 6.341371e+00, 5.355089e+01, 5.598529e+01
1.227000e+00, 3.915576e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.735210e-01, 1.766319e-01, 9.188760e+05, 1.652001e+03, 2.501106e+04, 1.652001e+03, 4.700076e+06, 2.949225e-03, 3.087546e-01, 7.561314e-06, 2.774609e-12, 2.883281e-01, 3.723111e-07, 1.616084e-14, 3.099949e-01, 8.990888e-02, 5.388642e-05, 2.713004e-08, 1.291933e-08, 1.987912e-06, 1.028821e-07, 3.228365e-07, 5.481285e-11, 2.268193e-13, 1.274068e-09, 2.547600e-13, 2.118647e-10, 1.230927e-09, 1.060496e-10, 5.179067e-12, 2.733097e-09, 3.743143e-13, 9.033990e-15, 2.895224e-14, 2.077551e-14, 7.856553e-15, 6.904218e-16, 2.065904e-17, -3.282839e-19, -2.015491e-18, 1.854035e-02, 6.344214e+00, 5.391867e+01, 5.635311e+01
1.239000e+00, 3.959544e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.733984e-01, 1.766323e-01, 1.168439e+06, 1.651261e+03, 2.501106e+04, 1.651261e+03, 4.700076e+06, 2.949228e-03, 3.087991e-01, 7.506959e-06, 2.724735e-12, 2.882834e-01, 3.688098e-07, 1.588317e-14, 3.099495e-01, 8.995421e-02, 5.425420e-05, 2.711215e-08, 1.296235e-08, 1.988235e-06, 1.023708e-07, 3.230524e-07, 5.542615e-11, 2.277816e-13, 1.282110e-09, 2.542936e-13, 1.972422e-10, 1.230976e-09, 1.066760e-10, 5.200276e-12, 2.737564e-09, 3.729435e-13, 9.037655e-15, 2.914200e-14, 2.063047e-14, 7.810473e-15, 6.941343e-16, 1.720459e-17, 1.853202e-20, -1.615614e-18, 1.854036e-02, 6.347059e+00, 5.428645e+01, 5.672094e+01
1.251000e+00, 4.003512e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.732758e-01, 1.766325e-01, 1.193321e+06, 1.650522e+03, 2.501106e+04, 1.650522e+03, 4.700076e+06, 2.949230e-03, 3.088435e-01, 7.452604e-06, 2.674861e-12, 2.882388e-01, 3.653085e-07, 1.560551e-14, 3.099041e-01, 8.999954e-02, 5.462198e-05, 2.709426e-08, 1.300537e-08, 1.988559e-06, 1.018596e-07, 3.232683e-07, 5.603945e-11, 2.287440e-13, 1.290151e-09, 2.538273e-13, 1.826197e-10, 1.231026e-09, 1.073024e-10, 5.221484e-12, 2.742031e-09, 3.715726e-13, 9.041321e-15, 2.933176e-14, 2.048542e-14, 7.764393e-15, 6.978468e-16, 1.375014e-17, 3.653484e-19, -1.215737e-18, 1.854037e-02, 6.349908e+00, 5.465423e+01, 5.708876e+01
1.263000e+00, 4.047479e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.731531e-01, 1.766327e-01, 9.937693e+05, 1.649782e+03, 2.501106e+04, 1.649782e+03, 4.700076e+06, 2.949232e-03, 3.088879e-01, 7.398248e-06, 2.624988e-12, 2.881941e-01, 3.618072e-07, 1.532784e-14, 3.098587e-01, 9.004486e-02, 5.498977e-05, 2.707637e-08, 1.304839e-08, 1.988883e-06, 1.013483e-07, 3.234841e-07, 5.665275e-11, 2.297063e-13, 1.298193e-09, 2.533609e-13, 1.679971e-10, 1.231075e-09, 1.079288e-10, 5.242693e-12, 2.746498e-09, 3.702018e-13, 9.044987e-15, 2.952152e-14, 2.034038e-14, 7.718312e-15, 7.015594e-16, 1.029568e-17, 7.121654e-19, -8.158587e-19, 1.854039e-02, 6.352758e+00, 5.502202e+01, 5.745659e+01
1.275000e+00, 4.091447e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.730305e-01, 1.766328e-01, 5.700317e+05, 1.649043e+03, 2.501106e+04, 1.649043e+03, 4.700076e+06, 2.949234e-03, 3.089323e-01, 7.343893e-06, 2.575114e-12, 2.881494e-01, 3.583058e-07, 1.505017e-14, 3.098133e-01, 9.009019e-02, 5.535755e-05, 2.705848e-08, 1.309141e-08, 1.989207e-06, 1.008371e-07, 3.237000e-07, 5.726605e-11, 2.306687e-13, 1.306234e-09, 2.528946e-13, 1.533745e-10, 1.231125e-09, 1.085552e-10, 5.263902e-12, 2.750964e-09, 3.688310e-13, 9.048652e-15, 2.971128e-14, 2.019534e-14, 7.672232e-15, 7.052719e-16, 6.841219e-18, 1.058983e-18, -4.159800e-19, 1.854040e-02, 6.355612e+00, 5.538980e+01, 5.782441e+01
1.287000e+00, 4.135427e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.729079e-01, 1.766328e-01, 9.945465e+04, 1.648304e+03, 2.501106e+04, 1.648304e+03, 4.700076e+06, 2.949237e-03, 3.089768e-01, 7.289794e-06, 2.526164e-12, 2.881047e-01, 3.548274e-07, 1.477660e-14, 3.097679e-01, 9.013556e-02, 5.572727e-05, 2.704039e-08, 1.313455e-08, 1.989531e-06, 1.003273e-07, 3.239162e-07, 5.788512e-11, 2.316323e-13, 1.314316e-09, 2.524243e-13, 1.395022e-10, 1.231162e-09, 1.091841e-10, 5.285155e-12, 2.755425e-09, 3.674577e-13, 9.067872e-15, 2.990203e-14, 2.009079e-14, 7.639853e-15, 7.083513e-16, 3.941134e-18, 1.350202e-18, -7.622861e-20, 1.854042e-02, 6.358468e+00, 5.575951e+01, 5.819417e+01
1.299000e+00, 4.179473e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.727852e-01, 1.766331e-01, 3.303279e+05, 1.647564e+03, 2.501106e+04, 1.647564e+03, 4.700076e+06, 2.949239e-03, 3.090214e-01, 7.237033e-06, 2.482023e-12, 2.880598e-01, 3.514679e-07, 1.452437e-14, 3.097222e-01, 9.018118e-02, 5.610704e-05, 2.702128e-08, 1.317834e-08, 1.989854e-06, 9.982501e-08, 3.241345e-07, 5.853420e-11, 2.326028e-13, 1.322607e-09, 2.519337e-13, 1.295349e-10, 1.231134e-09, 1.098265e-10, 5.306642e-12, 2.759855e-09, 3.660716e-13, 9.168050e-15, 3.009798e-14, 2.019704e-14, 7.678792e-15, 7.081352e-16, 3.926628e-18, 1.352025e-18, -4.944467e-20, 1.854043e-02, 6.361328e+00, 5.613929e+01, 5.857401e+01
1.311000e+00, 4.223519e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.726625e-01, 1.766332e-01, 3.435007e+05, 1.646824e+03, 2.501106e+04, 1.646824e+03, 4.700076e+06, 2.949241e-03, 3.090661e-01, 7.184272e-06, 2.437882e-12, 2.880148e-01, 3.481084e-07, 1.427213e-14, 3.096765e-01, 9.022680e-02, 5.648682e-05, 2.700216e-08, 1.322212e-08, 1.990178e-06, 9.932273e-08, 3.243528e-07, 5.918328e-11, 2.335732e-13, 1.330898e-09, 2.514431e-13, 1.195676e-10, 1.231107e-09, 1.104688e-10, 5.328129e-12, 2.764285e-09, 3.646855e-13, 9.268229e-15, 3.029392e-14, 2.030328e-14, 7.717731e-15, 7.079190e-16, 3.912122e-18, 1.353847e-18, -2.266068e-20, 1.854045e-02, 6.364191e+00, 5.651907e+01, 5.895385e+01
1.323000e+00, 4.267565e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.725398e-01, 1.766333e-01, 1.392145e+05, 1.646084e+03, 2.501106e+04, 1.646084e+03, 4.700076e+06, 2.949244e-03, 3.091108e-01, 7.131511e-06, 2.393741e-12, 2.879699e-01, 3.447489e-07, 1.401990e-14, 3.096308e-01, 9.027242e-02, 5.686660e-05, 2.698304e-08, 1.326591e-08, 1.990501e-06, 9.882045e-08, 3.245711e-07, 5.983236e-11, 2.345437e-13, 1.339189e-09, 2.509526e-13, 1.096002e-10, 1.231079e-09, 1.111111e-10, 5.349616e-12, 2.768715e-09, 3.632994e-13, 9.368407e-15, 3.048987e-14, 2.040953e-14, 7.756669e-15, 7.077029e-16, 3.897617e-18, 1.355670e-18, 4.123347e-21, 1.854046e-02, 6.367056e+00, 5.689884e+01, 5.933369e+01
1.335000e+00, 4.311611e+00, 1.130973e+00, 1.017876e-01, 1.130973e+00, 2.724171e-01, 1.766334e-01, -2.822886e+05, 1.645344e+03, 2.501106e+04, 1.645344e+03, 4.700076e+06, 2.949246e-03, 3.091555e-01, 7.078750e-06, 2.349599e-12, 2.879250e-01, 3.413894e-07, 1.376767e-14, 3.095851e-01, 9.031804e-02, 5.724638e-05, 2.696393e-08, 1.330970e-08, 1.990825e-06, 9.831817e-08, 3.247893e-07, 6.048144e-11, 2.355141e-13, 1.347480e-09, 2.504620e-13, 9.963288e-11, 1.231052e-09, 1.117534e-10, 5.371103e-12, 2.773145e-09, 3.619134e-13, 9.468586e-15, 3.068582e-14, 2.051578e-14, 7.795608e-15, 7.074868e-16, 3.883111e-18, 1.357493e-18, 3.090742e-20, 1.854048e-02, 6.369924e+00, 5.727862e+01, 5.971353e+01
